c s2M s2V K N T kf km
0.1 0.1 0.04 100.0 1000 2500 0.4972 0.0009
0.1 0.1 0.04 100.0 1000 3000 0.4936 0.0008
0.1 0.1 0.04 100.0 1000 3500 0.4964 0.0012
0.1 0.1 0.04 100.0 1000 4000 0.4949 0.0022
0.1 0.1 0.04 100.0 1000 4500 0.4981 0.0012
0.1 0.1 0.04 100.0 1000 5000 0.4989 0.0029
0.1 0.1 0.04 100.0 1000 5500 0.4976 0.0037
0.1 0.1 0.04 100.0 1000 6000 0.499 0.0272
0.1 0.1 0.04 100.0 1000 6500 0.4978 0.0194
0.1 0.1 0.04 100.0 1000 7000 0.4939 0.0023
0.1 0.1 0.04 100.0 1000 7500 0.4976 0.0026
0.1 0.1 0.04 100.0 1000 8000 0.4978 0.0001
0.1 0.1 0.04 100.0 1000 8500 0.4994 0.0003
0.1 0.1 0.04 100.0 1000 9000 0.497 0.0007
0.1 0.1 0.04 100.0 1000 9500 0.4993 0.0
0.1 0.1 0.04 100.0 1000 10000 0.4997 0.0001
0.1 0.1 0.04 100.0 1000 500 0.4486 0.1747
0.1 0.1 0.04 100.0 1000 1000 0.4877 0.2562
0.1 0.1 0.04 100.0 1000 1500 0.4973 0.0294
0.1 0.1 0.04 100.0 1000 2000 0.4906 0.0121
0.1 0.1 0.04 100.0 1000 2500 0.4996 0.0029
0.1 0.1 0.04 100.0 1000 3000 0.4976 0.0015
0.1 0.1 0.04 100.0 1000 3500 0.4968 0.0004
0.1 0.1 0.04 100.0 1000 4000 0.4943 0.0002
0.1 0.1 0.04 100.0 1000 4500 0.4987 0.0014
0.1 0.1 0.04 100.0 1000 5000 0.4996 0.0035
0.1 0.1 0.04 100.0 1000 5500 0.499 0.0005
0.1 0.1 0.04 100.0 1000 6000 0.4994 0.0001
0.1 0.1 0.04 100.0 1000 6500 0.4986 0.0005
0.1 0.1 0.04 100.0 1000 7000 0.4979 0.0001
0.1 0.1 0.04 100.0 1000 7500 0.4997 0.0001
0.1 0.1 0.04 100.0 1000 8000 0.4997 0.0
0.1 0.1 0.04 100.0 1000 8500 0.4996 0.0
0.1 0.1 0.04 100.0 1000 9000 0.4998 0.0
0.1 0.1 0.04 100.0 1000 9500 0.4998 0.0
0.1 0.1 0.04 100.0 1000 10000 0.4999 0.0
0.1 0.1 0.04 100.0 1000 500 0.4715 0.1448
0.1 0.1 0.04 100.0 1000 1000 0.4969 0.0496
0.1 0.1 0.04 100.0 1000 1500 0.4991 0.0229
0.1 0.1 0.04 100.0 1000 2000 0.499 0.0192
0.1 0.1 0.04 100.0 1000 2500 0.4977 0.0417
0.1 0.1 0.04 100.0 1000 3000 0.4989 0.0432
0.1 0.1 0.04 100.0 1000 3500 0.499 0.0515
0.1 0.1 0.04 100.0 1000 4000 0.4987 0.0201
0.1 0.1 0.04 100.0 1000 4500 0.4991 0.0071
0.1 0.1 0.04 100.0 1000 5000 0.4998 0.0057
0.1 0.1 0.04 100.0 1000 5500 0.4999 0.0356
0.1 0.1 0.04 100.0 1000 6000 0.4996 0.0145
0.1 0.1 0.04 100.0 1000 6500 0.4992 0.028
0.1 0.1 0.04 100.0 1000 7000 0.4998 0.007
0.1 0.1 0.04 100.0 1000 7500 0.4998 0.0025
0.1 0.1 0.04 100.0 1000 8000 0.4998 0.0034
0.1 0.1 0.04 100.0 1000 8500 0.4999 0.0022
0.1 0.1 0.04 100.0 1000 9000 0.4999 0.0013
0.1 0.1 0.04 100.0 1000 9500 0.4999 0.0016
0.1 0.1 0.04 100.0 1000 10000 0.5 0.0002
0.1 0.1 0.04 100.0 1000 500 0.4849 0.0421
0.1 0.1 0.04 100.0 1000 1000 0.4988 0.0422
0.1 0.1 0.04 100.0 1000 1500 0.4965 0.0144
0.1 0.1 0.04 100.0 1000 2000 0.4967 0.0021
0.1 0.1 0.04 100.0 1000 2500 0.496 0.0039
0.1 0.1 0.04 100.0 1000 3000 0.482 0.0078
0.1 0.1 0.04 100.0 1000 3500 0.4906 0.0112
0.1 0.1 0.04 100.0 1000 4000 0.4759 0.0049
0.1 0.1 0.04 100.0 1000 4500 0.4974 0.0106
0.1 0.1 0.04 100.0 1000 5000 0.4998 0.0271
0.1 0.1 0.04 100.0 1000 5500 0.4998 0.0062
0.1 0.1 0.04 100.0 1000 6000 0.4996 0.0455
0.1 0.1 0.04 100.0 1000 6500 0.4998 0.0248
0.1 0.1 0.04 100.0 1000 7000 0.4998 0.0086
0.1 0.1 0.04 100.0 1000 7500 0.4999 0.003
0.1 0.1 0.04 100.0 1000 8000 0.4997 0.0058
0.1 0.1 0.04 100.0 1000 8500 0.4994 0.0127
0.1 0.1 0.04 100.0 1000 9000 0.497 0.0029
0.1 0.1 0.04 100.0 1000 9500 0.4992 0.0007
0.1 0.1 0.04 100.0 1000 10000 0.499 0.0008
0.1 0.1 0.04 100.0 1000 500 0.4649 0.2183
0.1 0.1 0.04 100.0 1000 1000 0.4349 0.142
0.1 0.1 0.04 100.0 1000 1500 0.4809 0.0088
0.1 0.1 0.04 100.0 1000 2000 0.4874 0.0025
0.1 0.1 0.04 100.0 1000 2500 0.4954 0.0079
0.1 0.1 0.04 100.0 1000 3000 0.4995 0.0288
0.1 0.1 0.04 100.0 1000 3500 0.4962 0.0349
0.1 0.1 0.04 100.0 1000 4000 0.4989 0.039
0.1 0.1 0.04 100.0 1000 4500 0.4994 0.0048
0.1 0.1 0.04 100.0 1000 5000 0.4992 0.0098
0.1 0.1 0.04 100.0 1000 5500 0.4996 0.0087
0.1 0.1 0.04 100.0 1000 6000 0.4995 0.049
0.1 0.1 0.04 100.0 1000 6500 0.4989 0.0108
0.1 0.1 0.04 100.0 1000 7000 0.4984 0.004
0.1 0.1 0.04 100.0 1000 7500 0.4991 0.0031
0.1 0.1 0.04 100.0 1000 8000 0.4997 0.0014
0.1 0.1 0.04 100.0 1000 8500 0.4999 0.0003
0.1 0.1 0.04 100.0 1000 9000 0.4999 0.0001
0.1 0.1 0.04 100.0 1000 9500 0.5 0.0004
0.1 0.1 0.04 100.0 1000 10000 0.5 0.0001
0.1 0.1 0.04 100.0 1000 500 0.4912 0.2538
0.1 0.1 0.04 100.0 1000 1000 0.4951 0.2007
0.1 0.1 0.04 100.0 1000 1500 0.4942 0.1683
0.1 0.1 0.04 100.0 1000 2000 0.4915 0.0051
0.1 0.1 0.04 100.0 1000 2500 0.4871 0.0059
0.1 0.1 0.04 100.0 1000 3000 0.4737 0.0056
0.1 0.1 0.04 100.0 1000 3500 0.4905 0.0163
0.1 0.1 0.04 100.0 1000 4000 0.4936 0.014
0.1 0.1 0.04 100.0 1000 4500 0.497 0.0026
0.1 0.1 0.04 100.0 1000 5000 0.4973 0.0046
0.1 0.1 0.04 100.0 1000 5500 0.497 0.0044
0.1 0.1 0.04 100.0 1000 6000 0.4981 0.0058
0.1 0.1 0.04 100.0 1000 6500 0.4936 0.0049
0.1 0.1 0.04 100.0 1000 7000 0.4982 0.0185
0.1 0.1 0.04 100.0 1000 7500 0.475 0.0236
0.1 0.1 0.04 100.0 1000 8000 0.4902 0.0188
0.1 0.1 0.04 100.0 1000 8500 0.4974 0.0065
0.1 0.1 0.04 100.0 1000 9000 0.4932 0.0125
0.1 0.1 0.04 100.0 1000 9500 0.4926 0.0101
0.1 0.1 0.04 100.0 1000 10000 0.4959 0.0041
0.1 0.1 0.04 100.0 1000 500 0.4566 0.0546
0.1 0.1 0.04 100.0 1000 1000 0.4811 0.0294
0.1 0.1 0.04 100.0 1000 1500 0.4929 0.0263
0.1 0.1 0.04 100.0 1000 2000 0.4955 0.0052
0.1 0.1 0.04 100.0 1000 2500 0.4975 0.0038
0.1 0.1 0.04 100.0 1000 3000 0.4989 0.0055
0.1 0.1 0.04 100.0 1000 3500 0.4991 0.0097
0.1 0.1 0.04 100.0 1000 4000 0.4999 0.0014
0.1 0.1 0.04 100.0 1000 4500 0.4999 0.0117
0.1 0.1 0.04 100.0 1000 5000 0.5 0.0107
0.1 0.1 0.04 100.0 1000 5500 0.5 0.0034
0.1 0.1 0.04 100.0 1000 6000 0.5 0.0011
0.1 0.1 0.04 100.0 1000 6500 0.5 0.0063
0.1 0.1 0.04 100.0 1000 7000 0.5 0.0099
0.1 0.1 0.04 100.0 1000 7500 0.5 0.01
0.1 0.1 0.04 100.0 1000 8000 0.5 0.0276
0.1 0.1 0.04 100.0 1000 8500 0.4992 0.0204
0.1 0.1 0.04 100.0 1000 9000 0.4996 0.0238
0.1 0.1 0.04 100.0 1000 9500 0.4993 0.0049
0.1 0.1 0.04 100.0 1000 10000 0.4982 0.0022
0.1 0.1 0.04 100.0 1000 500 0.4701 0.3553
0.1 0.1 0.04 100.0 1000 1000 0.4675 0.1065
0.1 0.1 0.04 100.0 1000 1500 0.4737 0.0184
0.1 0.1 0.04 100.0 1000 2000 0.4838 0.0168
0.1 0.1 0.04 100.0 1000 2500 0.4868 0.0238
0.1 0.1 0.04 100.0 1000 3000 0.4748 0.0164
0.1 0.1 0.04 100.0 1000 3500 0.4988 0.001
0.1 0.1 0.04 100.0 1000 4000 0.498 0.0007
0.1 0.1 0.04 100.0 1000 4500 0.4959 0.0004
0.1 0.1 0.04 100.0 1000 5000 0.493 0.0004
0.1 0.1 0.04 100.0 1000 5500 0.4795 0.0002
0.1 0.1 0.04 100.0 1000 6000 0.4978 0.001
0.1 0.1 0.04 100.0 1000 6500 0.4999 0.0003
0.1 0.1 0.04 100.0 1000 7000 0.4999 0.0001
0.1 0.1 0.04 100.0 1000 7500 0.5 0.0001
0.1 0.1 0.04 100.0 1000 8000 0.4999 0.0005
0.1 0.1 0.04 100.0 1000 8500 0.4999 0.001
0.1 0.1 0.04 100.0 1000 9000 0.5 0.0009
0.1 0.1 0.04 100.0 1000 9500 0.5 0.003
0.1 0.1 0.04 100.0 1000 10000 0.5 0.0015
0.1 0.1 0.04 100.0 1000 500 0.3903 0.0567
0.1 0.1 0.04 100.0 1000 1000 0.4953 0.0452
0.1 0.1 0.04 100.0 1000 1500 0.4936 0.0165
0.1 0.1 0.04 100.0 1000 2000 0.4865 0.0179
0.1 0.1 0.04 100.0 1000 2500 0.481 0.0165
0.1 0.1 0.04 100.0 1000 3000 0.4965 0.0028
0.1 0.1 0.04 100.0 1000 3500 0.4976 0.0014
0.1 0.1 0.04 100.0 1000 4000 0.4972 0.0022
0.1 0.1 0.04 100.0 1000 4500 0.4974 0.0031
0.1 0.1 0.04 100.0 1000 5000 0.4917 0.0005
0.1 0.1 0.04 100.0 1000 5500 0.4955 0.0007
0.1 0.1 0.04 100.0 1000 6000 0.4954 0.0001
0.1 0.1 0.04 100.0 1000 6500 0.4725 0.0003
0.1 0.1 0.04 100.0 1000 7000 0.4636 0.0001
0.1 0.1 0.04 100.0 1000 7500 0.4683 0.0002
0.1 0.1 0.04 100.0 1000 8000 0.4942 0.0001
0.1 0.1 0.04 100.0 1000 8500 0.4944 0.0001
0.1 0.1 0.04 100.0 1000 9000 0.497 0.0007
0.1 0.1 0.04 100.0 1000 9500 0.4959 0.0022
0.1 0.1 0.04 100.0 1000 10000 0.4854 0.0034
0.1 0.1 0.04 100.0 1000 500 0.4766 0.0482
0.1 0.1 0.04 100.0 1000 1000 0.4966 0.0593
0.1 0.1 0.04 100.0 1000 1500 0.4999 0.0034
0.1 0.1 0.04 100.0 1000 2000 0.4999 0.0032
0.1 0.1 0.04 100.0 1000 2500 0.5 0.003
0.1 0.1 0.04 100.0 1000 3000 0.5 0.0007
0.1 0.1 0.04 100.0 1000 3500 0.5 0.0004
0.1 0.1 0.04 100.0 1000 4000 0.5 0.001
0.1 0.1 0.04 100.0 1000 4500 0.5 0.0004
0.1 0.1 0.04 100.0 1000 5000 0.5 0.0011
0.1 0.1 0.04 100.0 1000 5500 0.5 0.0003
0.1 0.1 0.04 100.0 1000 6000 0.5 0.0002
0.1 0.1 0.04 100.0 1000 6500 0.5 0.0001
0.1 0.1 0.04 100.0 1000 7000 0.5 0.001
0.1 0.1 0.04 100.0 1000 7500 0.5 0.0019
0.1 0.1 0.04 100.0 1000 8000 0.5 0.0019
0.1 0.1 0.04 100.0 1000 8500 0.5 0.0009
0.1 0.1 0.04 100.0 1000 9000 0.5 0.0004
0.1 0.1 0.04 100.0 1000 9500 0.5 0.0
0.1 0.1 0.04 100.0 1000 10000 0.5 0.0
0.1 0.1 0.04 100.0 1000 500 0.4232 0.0831
0.1 0.1 0.04 100.0 1000 1000 0.4805 0.0468
0.1 0.1 0.04 100.0 1000 1500 0.4924 0.0057
0.1 0.1 0.04 100.0 1000 2000 0.4747 0.0029
0.1 0.1 0.04 100.0 1000 2500 0.4867 0.0003
0.1 0.1 0.04 100.0 1000 3000 0.4911 0.001
0.1 0.1 0.04 100.0 1000 3500 0.4923 0.002
0.1 0.1 0.04 100.0 1000 4000 0.4956 0.0016
0.1 0.1 0.04 100.0 1000 4500 0.4918 0.006
0.1 0.1 0.04 100.0 1000 5000 0.4817 0.003
0.1 0.1 0.04 100.0 1000 5500 0.4914 0.0033
0.1 0.1 0.04 100.0 1000 6000 0.4971 0.002
0.1 0.1 0.04 100.0 1000 6500 0.4942 0.0014
0.1 0.1 0.04 100.0 1000 7000 0.4964 0.0
0.1 0.1 0.04 100.0 1000 7500 0.499 0.0002
0.1 0.1 0.04 100.0 1000 8000 0.4969 0.0003
0.1 0.1 0.04 100.0 1000 8500 0.4904 0.0
0.1 0.1 0.04 100.0 1000 9000 0.4939 0.0
0.1 0.1 0.04 100.0 1000 9500 0.4827 0.0
0.1 0.1 0.04 100.0 1000 10000 0.4947 0.0001
0.1 0.1 0.04 100.0 1000 500 0.4309 0.1443
0.1 0.1 0.04 100.0 1000 1000 0.4934 0.0527
0.1 0.1 0.04 100.0 1000 1500 0.4954 0.0135
0.1 0.1 0.04 100.0 1000 2000 0.4993 0.009
0.1 0.1 0.04 100.0 1000 2500 0.4978 0.0079
0.1 0.1 0.04 100.0 1000 3000 0.4966 0.0141
0.1 0.1 0.04 100.0 1000 3500 0.4962 0.0223
0.1 0.1 0.04 100.0 1000 4000 0.4797 0.0074
0.1 0.1 0.04 100.0 1000 4500 0.4871 0.0045
0.1 0.1 0.04 100.0 1000 5000 0.493 0.0016
0.1 0.1 0.04 100.0 1000 5500 0.4945 0.0013
0.1 0.1 0.04 100.0 1000 6000 0.4975 0.0013
0.1 0.1 0.04 100.0 1000 6500 0.4983 0.0007
0.1 0.1 0.04 100.0 1000 7000 0.4997 0.0001
0.1 0.1 0.04 100.0 1000 7500 0.4999 0.0
0.1 0.1 0.04 100.0 1000 8000 0.4992 0.0001
0.1 0.1 0.04 100.0 1000 8500 0.4998 0.0
0.1 0.1 0.04 100.0 1000 9000 0.4993 0.0001
0.1 0.1 0.04 100.0 1000 9500 0.4956 0.0
0.1 0.1 0.04 100.0 1000 10000 0.4979 0.0
0.1 0.1 0.04 100.0 1000 500 0.3639 0.0924
0.1 0.1 0.04 100.0 1000 1000 0.4623 0.0926
0.1 0.1 0.04 100.0 1000 1500 0.4903 0.042
0.1 0.1 0.04 100.0 1000 2000 0.4879 0.0074
0.1 0.1 0.04 100.0 1000 2500 0.4927 0.0074
0.1 0.1 0.04 100.0 1000 3000 0.4981 0.0048
0.1 0.1 0.04 100.0 1000 3500 0.4979 0.0182
0.1 0.1 0.04 100.0 1000 4000 0.4995 0.0051
0.1 0.1 0.04 100.0 1000 4500 0.4998 0.0004
0.1 0.1 0.04 100.0 1000 5000 0.4998 0.0008
0.1 0.1 0.04 100.0 1000 5500 0.4999 0.0009
0.1 0.1 0.04 100.0 1000 6000 0.4994 0.0002
0.1 0.1 0.04 100.0 1000 6500 0.4992 0.0002
0.1 0.1 0.04 100.0 1000 7000 0.4999 0.0003
0.1 0.1 0.04 100.0 1000 7500 0.5 0.0002
0.1 0.1 0.04 100.0 1000 8000 0.5 0.0001
0.1 0.1 0.04 100.0 1000 8500 0.5 0.0
0.1 0.1 0.04 100.0 1000 9000 0.5 0.0
0.1 0.1 0.04 100.0 1000 9500 0.4999 0.0
0.1 0.1 0.04 100.0 1000 10000 0.5 0.0
0.1 0.1 0.04 100.0 1000 500 0.4398 0.2447
0.1 0.1 0.04 100.0 1000 1000 0.4267 0.1216
0.1 0.1 0.04 100.0 1000 1500 0.4855 0.0767
0.1 0.1 0.04 100.0 1000 2000 0.4722 0.0118
0.1 0.1 0.04 100.0 1000 2500 0.4929 0.0296
0.1 0.1 0.04 100.0 1000 3000 0.4949 0.0109
0.1 0.1 0.04 100.0 1000 3500 0.4989 0.0074
0.1 0.1 0.04 100.0 1000 4000 0.4993 0.0022
0.1 0.1 0.04 100.0 1000 4500 0.4992 0.0004
0.1 0.1 0.04 100.0 1000 5000 0.4999 0.0003
0.1 0.1 0.04 100.0 1000 5500 0.5 0.0004
0.1 0.1 0.04 100.0 1000 6000 0.5 0.0003
0.1 0.1 0.04 100.0 1000 6500 0.5 0.0009
0.1 0.1 0.04 100.0 1000 7000 0.5 0.0059
0.1 0.1 0.04 100.0 1000 7500 0.5 0.0028
0.1 0.1 0.04 100.0 1000 8000 0.5 0.0028
0.1 0.1 0.04 100.0 1000 8500 0.5 0.002
0.1 0.1 0.04 100.0 1000 9000 0.5 0.0022
0.1 0.1 0.04 100.0 1000 9500 0.5 0.0053
0.1 0.1 0.04 100.0 1000 10000 0.5 0.0065
0.1 0.1 0.04 100.0 1000 500 0.4821 0.0727
0.1 0.1 0.04 100.0 1000 1000 0.4932 0.0135
