c s2M s2V K m u N T kf km
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4938 0.0103
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4933 0.0138
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4974 0.0083
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4987 0.0139
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4989 0.0086
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4979 0.0188
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.2931 0.2596
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.339 0.1967
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3092 0.1084
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.3528 0.0758
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.394 0.0938
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4339 0.0737
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4422 0.0697
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4404 0.0347
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4628 0.04
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.463 0.0134
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4776 0.0083
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4775 0.0077
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4807 0.0103
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4916 0.0099
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4946 0.0103
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4926 0.0142
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4963 0.0054
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4944 0.0082
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.49 0.0075
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4896 0.0071
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3099 0.23
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.377 0.1246
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3926 0.0981
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4422 0.0734
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4597 0.0716
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4589 0.0559
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4628 0.0323
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4688 0.0228
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4709 0.0167
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4743 0.0142
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4716 0.0145
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4639 0.0094
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4758 0.0075
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4802 0.0111
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4776 0.0122
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.489 0.0124
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4853 0.0147
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.493 0.0163
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4945 0.0145
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4928 0.0119
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3095 0.1728
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3953 0.1097
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.4579 0.0777
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4682 0.0596
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4626 0.0603
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4618 0.0482
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4774 0.0291
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4702 0.0464
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4619 0.0356
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4792 0.0338
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4869 0.0276
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4902 0.0437
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4858 0.025
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4885 0.0306
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4901 0.0223
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4935 0.0286
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4905 0.0089
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4881 0.0077
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4884 0.006
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4893 0.003
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.2506 0.1711
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3417 0.1085
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3959 0.0825
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4027 0.0611
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4246 0.0719
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4464 0.0589
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4601 0.025
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4437 0.0358
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4546 0.0228
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4652 0.0344
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4581 0.0161
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4553 0.0145
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4651 0.0106
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4585 0.0105
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4594 0.0098
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.475 0.0037
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4907 0.0048
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4788 0.0032
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4814 0.0062
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4762 0.0094
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.2848 0.1954
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3481 0.1346
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3402 0.1066
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.3314 0.1031
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.404 0.0955
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4437 0.0687
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4636 0.0519
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4695 0.0317
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.466 0.0277
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4832 0.0271
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4731 0.0156
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4744 0.0216
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4809 0.0068
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4763 0.0076
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4692 0.006
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4925 0.0097
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4935 0.016
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4967 0.0128
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4975 0.0151
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4975 0.021
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3832 0.1666
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.4116 0.1004
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.4228 0.0644
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4231 0.0448
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4503 0.0493
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4508 0.0328
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4575 0.0444
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4564 0.0347
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4643 0.0345
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4722 0.0288
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4651 0.0235
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4664 0.0271
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4778 0.0229
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4781 0.0087
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4796 0.0066
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4643 0.0078
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4823 0.0061
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.492 0.0071
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4917 0.0108
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4908 0.0109
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3418 0.2149
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3912 0.1735
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.4335 0.1591
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4557 0.1148
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4707 0.1101
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4773 0.0789
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4521 0.0529
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4476 0.0556
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4508 0.0704
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4607 0.029
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.454 0.0395
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4689 0.0347
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4717 0.0218
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4618 0.0206
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4655 0.0213
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4503 0.0237
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.3968 0.0132
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.444 0.0163
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4552 0.0225
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4552 0.0148
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3312 0.1888
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3802 0.1923
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.4379 0.1521
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4697 0.1056
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4663 0.1113
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4683 0.0815
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.476 0.0693
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4792 0.0629
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4735 0.0369
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4804 0.0272
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4858 0.0306
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4866 0.0233
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4841 0.0327
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4861 0.0329
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4863 0.0206
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.489 0.027
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4922 0.0166
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4909 0.0118
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4918 0.0052
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4899 0.004
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.331 0.2139
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3482 0.1594
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3118 0.1428
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.3137 0.1105
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.3266 0.0606
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.3521 0.0654
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.3866 0.0496
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.3824 0.0317
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.3969 0.0439
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4299 0.0342
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4508 0.035
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.454 0.0134
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4684 0.0149
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4807 0.0155
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4804 0.0081
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4804 0.0131
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4757 0.0199
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4752 0.014
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4787 0.0171
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.478 0.0112
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.311 0.224
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3468 0.1405
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3724 0.1342
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.3693 0.1022
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.411 0.0866
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4173 0.0515
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4263 0.0508
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.426 0.046
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4628 0.0357
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4589 0.0229
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4678 0.0301
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4652 0.0226
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4772 0.0212
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4758 0.0051
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4722 0.0062
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4736 0.006
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4711 0.0077
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4738 0.0062
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4853 0.0051
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4872 0.0029
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3241 0.2592
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.318 0.161
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3863 0.14
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4198 0.0646
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4389 0.0513
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.453 0.0577
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4701 0.0688
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4774 0.0444
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4646 0.0251
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4601 0.0246
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4713 0.0138
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4631 0.0142
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4837 0.0164
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.482 0.0132
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4775 0.0103
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4849 0.0061
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4851 0.0088
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4858 0.0115
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.489 0.0134
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4911 0.0101
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.2662 0.2469
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.1434 0.1359
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.1767 0.0707
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.3074 0.0728
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4491 0.0588
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4527 0.0815
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4606 0.0524
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4677 0.0475
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4638 0.0373
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4664 0.0594
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4828 0.0388
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4816 0.0363
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4851 0.0211
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4825 0.024
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4868 0.0403
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4897 0.0253
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4905 0.0209
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4918 0.0167
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4875 0.0195
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4908 0.0176
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3462 0.2034
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3377 0.1813
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3518 0.1069
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.3681 0.0812
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4164 0.0645
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4469 0.0398
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4477 0.0367
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4467 0.0277
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4551 0.0263
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4575 0.0312
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4667 0.0243
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4803 0.011
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4757 0.0139
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.484 0.0082
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4858 0.0096
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4854 0.006
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4863 0.0098
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4826 0.0105
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4844 0.0077
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4825 0.0035
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.303 0.2139
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3343 0.189
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.39 0.2152
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.422 0.181
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4397 0.1333
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4426 0.1001
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.456 0.0495
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4624 0.0386
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4678 0.034
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.473 0.0231
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4672 0.022
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4767 0.0251
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4801 0.0275
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4767 0.038
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4907 0.031
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4934 0.033
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4926 0.0379
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4965 0.0316
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4981 0.0398
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4977 0.0152
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.2438 0.207
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.2651 0.174
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.2993 0.1215
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.3672 0.0704
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.416 0.0437
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4219 0.0354
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4171 0.036
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4336 0.0238
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4536 0.0224
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4754 0.0064
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4798 0.0133
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4889 0.007
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4906 0.0049
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4895 0.006
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4926 0.0006
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4876 0.001
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4849 0.0009
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4781 0.0007
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4857 0.0004
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4875 0.0003
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3114 0.1785
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.3776 0.1099
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.3804 0.0922
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4391 0.0658
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4227 0.0427
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.4604 0.0346
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4628 0.0474
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4693 0.0359
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4759 0.0269
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.4673 0.0179
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4608 0.0152
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4643 0.0109
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4743 0.017
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.464 0.0179
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4636 0.0111
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4695 0.0163
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.47 0.0149
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9000 0.4839 0.0128
0.1 0.1 0.01 100 0 0.35938136638046275 1000 9500 0.4764 0.0188
0.1 0.1 0.01 100 0 0.35938136638046275 1000 10000 0.4972 0.0176
0.1 0.1 0.01 100 0 0.35938136638046275 1000 500 0.3363 0.1951
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1000 0.412 0.1137
0.1 0.1 0.01 100 0 0.35938136638046275 1000 1500 0.4404 0.0761
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2000 0.4663 0.0492
0.1 0.1 0.01 100 0 0.35938136638046275 1000 2500 0.4666 0.052
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3000 0.469 0.069
0.1 0.1 0.01 100 0 0.35938136638046275 1000 3500 0.4794 0.0726
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4000 0.4825 0.0615
0.1 0.1 0.01 100 0 0.35938136638046275 1000 4500 0.4796 0.0494
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5000 0.467 0.0502
0.1 0.1 0.01 100 0 0.35938136638046275 1000 5500 0.4704 0.0407
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6000 0.4793 0.0235
0.1 0.1 0.01 100 0 0.35938136638046275 1000 6500 0.4756 0.0236
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7000 0.4828 0.0308
0.1 0.1 0.01 100 0 0.35938136638046275 1000 7500 0.4844 0.0223
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8000 0.4838 0.0209
0.1 0.1 0.01 100 0 0.35938136638046275 1000 8500 0.4789 0.0284
