c s2M s2V K m u N T kf km
0.1 0.1 0.01 100 0 0.1291549665014884 1000 1500 0.3978 0.0652
0.1 0.1 0.01 100 0 0.1291549665014884 1000 2000 0.4356 0.0421
0.1 0.1 0.01 100 0 0.1291549665014884 1000 2500 0.4712 0.0387
0.1 0.1 0.01 100 0 0.1291549665014884 1000 3000 0.4797 0.0401
0.1 0.1 0.01 100 0 0.1291549665014884 1000 3500 0.4842 0.0371
0.1 0.1 0.01 100 0 0.1291549665014884 1000 4000 0.4808 0.0288
0.1 0.1 0.01 100 0 0.1291549665014884 1000 4500 0.4931 0.0119
0.1 0.1 0.01 100 0 0.1291549665014884 1000 5000 0.4959 0.0064
0.1 0.1 0.01 100 0 0.1291549665014884 1000 5500 0.4962 0.0044
0.1 0.1 0.01 100 0 0.1291549665014884 1000 6000 0.4977 0.0079
0.1 0.1 0.01 100 0 0.1291549665014884 1000 6500 0.4975 0.0067
0.1 0.1 0.01 100 0 0.1291549665014884 1000 7000 0.4987 0.0048
0.1 0.1 0.01 100 0 0.1291549665014884 1000 7500 0.4991 0.0053
0.1 0.1 0.01 100 0 0.1291549665014884 1000 8000 0.4991 0.0076
0.1 0.1 0.01 100 0 0.1291549665014884 1000 8500 0.4992 0.0047
0.1 0.1 0.01 100 0 0.1291549665014884 1000 9000 0.4958 0.0041
0.1 0.1 0.01 100 0 0.1291549665014884 1000 9500 0.4978 0.0031
0.1 0.1 0.01 100 0 0.1291549665014884 1000 10000 0.4992 0.0051
0.1 0.1 0.01 100 0 0.1291549665014884 1000 500 0.3349 0.1546
0.1 0.1 0.01 100 0 0.1291549665014884 1000 1000 0.428 0.0726
0.1 0.1 0.01 100 0 0.1291549665014884 1000 1500 0.4544 0.0573
0.1 0.1 0.01 100 0 0.1291549665014884 1000 2000 0.4542 0.0331
0.1 0.1 0.01 100 0 0.1291549665014884 1000 2500 0.4628 0.032
0.1 0.1 0.01 100 0 0.1291549665014884 1000 3000 0.4836 0.024
0.1 0.1 0.01 100 0 0.1291549665014884 1000 3500 0.4925 0.0194
0.1 0.1 0.01 100 0 0.1291549665014884 1000 4000 0.4943 0.0203
0.1 0.1 0.01 100 0 0.1291549665014884 1000 4500 0.4923 0.0214
0.1 0.1 0.01 100 0 0.1291549665014884 1000 5000 0.4922 0.0347
0.1 0.1 0.01 100 0 0.1291549665014884 1000 5500 0.4696 0.017
0.1 0.1 0.01 100 0 0.1291549665014884 1000 6000 0.4786 0.0262
0.1 0.1 0.01 100 0 0.1291549665014884 1000 6500 0.4869 0.0084
0.1 0.1 0.01 100 0 0.1291549665014884 1000 7000 0.491 0.0069
0.1 0.1 0.01 100 0 0.1291549665014884 1000 7500 0.4955 0.0075
0.1 0.1 0.01 100 0 0.1291549665014884 1000 8000 0.4935 0.0067
0.1 0.1 0.01 100 0 0.1291549665014884 1000 8500 0.4968 0.0067
0.1 0.1 0.01 100 0 0.1291549665014884 1000 9000 0.4987 0.0052
0.1 0.1 0.01 100 0 0.1291549665014884 1000 9500 0.4988 0.0108
0.1 0.1 0.01 100 0 0.1291549665014884 1000 10000 0.4989 0.0184
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3385 0.1127
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.3777 0.0733
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4491 0.0418
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4567 0.0259
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4733 0.0046
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4924 0.0028
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4962 0.0016
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4983 0.0024
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4994 0.0024
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4995 0.0014
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4997 0.001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4998 0.0007
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4999 0.0012
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4999 0.0017
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4998 0.0012
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4999 0.0012
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4999 0.0009
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4996 0.0023
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4993 0.0052
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4998 0.0055
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3585 0.1357
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4229 0.0734
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4634 0.034
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4615 0.0292
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4759 0.026
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4821 0.0207
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.487 0.0278
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4977 0.0286
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4972 0.0291
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4962 0.0096
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4972 0.0094
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.498 0.0173
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4989 0.0155
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4977 0.0124
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4963 0.0056
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4951 0.0041
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4932 0.0057
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4961 0.0049
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4975 0.0014
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4978 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3634 0.1841
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4137 0.1128
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4451 0.0856
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4556 0.0663
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4713 0.0333
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4807 0.0227
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4875 0.026
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4848 0.0044
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4938 0.0082
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4984 0.0078
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4976 0.0177
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4911 0.0091
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4948 0.0081
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4939 0.0031
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4944 0.0045
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4843 0.0088
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4858 0.0049
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4926 0.0013
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4986 0.0019
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4991 0.0029
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3505 0.1702
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4106 0.0783
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4314 0.0572
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4342 0.0355
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.467 0.047
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4594 0.0207
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4786 0.0237
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4887 0.0158
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4916 0.0068
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4976 0.0013
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4988 0.0027
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4978 0.0031
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4976 0.0016
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.497 0.0037
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4966 0.0026
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4948 0.0033
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4971 0.0055
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4987 0.0068
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4984 0.0066
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4984 0.0023
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3955 0.2057
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4612 0.0969
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4861 0.0481
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4873 0.0483
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4868 0.0518
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4915 0.0126
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4961 0.009
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.497 0.0107
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4977 0.0065
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4992 0.0029
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4994 0.0044
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4996 0.0041
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4987 0.0035
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.499 0.0045
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4991 0.0031
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4999 0.0003
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4999 0.0002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4999 0.0001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4999 0.0001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4999 0.0002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.353 0.2016
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.3966 0.2121
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4728 0.0755
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4731 0.0408
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4858 0.0409
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4911 0.0589
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4933 0.0588
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4981 0.0163
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4959 0.0336
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4992 0.0327
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4994 0.0208
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.499 0.0123
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4991 0.0129
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4959 0.011
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4979 0.0118
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4973 0.0078
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4975 0.0081
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4947 0.0041
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4953 0.0025
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4974 0.002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.356 0.1141
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4408 0.0697
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4851 0.0699
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4852 0.0498
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4913 0.0383
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4934 0.0384
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4935 0.0515
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4972 0.0174
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4933 0.0246
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4854 0.0123
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4888 0.0058
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4927 0.0113
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4923 0.016
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4927 0.0348
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4894 0.0179
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4877 0.0239
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4872 0.0189
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4813 0.0041
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4818 0.0047
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4891 0.0054
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3854 0.1434
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4381 0.057
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4629 0.0583
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.454 0.0452
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4668 0.0357
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4779 0.0536
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.49 0.043
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4877 0.0333
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.479 0.0134
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4918 0.0068
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4963 0.0044
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4971 0.0047
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4949 0.0025
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4937 0.0018
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4976 0.0006
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4972 0.0006
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4954 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4984 0.0003
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4984 0.0007
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4987 0.0002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.2313 0.0576
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.3336 0.0557
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4285 0.0454
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.445 0.043
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4854 0.0368
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4799 0.0153
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.483 0.0095
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4856 0.0039
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4905 0.0019
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4879 0.0044
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4902 0.0086
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4847 0.001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4847 0.0016
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4953 0.0004
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4945 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4909 0.0001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.493 0.0002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4953 0.001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4928 0.0015
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4921 0.002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3484 0.0896
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4217 0.0757
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4413 0.0482
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4457 0.036
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4631 0.0291
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4788 0.0137
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4647 0.01
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4805 0.0036
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4882 0.0015
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4924 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4901 0.0006
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4965 0.0009
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4975 0.0008
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4977 0.0013
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4953 0.0017
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4941 0.002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4963 0.0037
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4984 0.0022
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4983 0.0039
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4981 0.0016
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3002 0.2452
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.426 0.092
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.426 0.0818
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4792 0.0395
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4916 0.0351
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4915 0.0091
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4942 0.0033
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4927 0.0049
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4955 0.0031
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4963 0.0015
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4972 0.0012
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4971 0.0011
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4959 0.0019
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4948 0.0008
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4943 0.0009
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4946 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4836 0.0009
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4821 0.0018
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4912 0.0015
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4952 0.0018
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3156 0.1379
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.3888 0.1075
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4338 0.0392
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4642 0.0409
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4772 0.0208
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4887 0.0129
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4843 0.0161
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4847 0.0088
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4852 0.0086
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4848 0.0037
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4814 0.0039
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.477 0.0045
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4855 0.0002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4841 0.0003
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4914 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.49 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4917 0.0006
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4936 0.001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4948 0.0011
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4904 0.001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3007 0.1961
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.3878 0.0797
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4279 0.0447
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4223 0.0324
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4538 0.0498
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.476 0.0471
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.486 0.0437
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4858 0.0316
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.484 0.0244
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4781 0.0211
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4745 0.0114
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4828 0.0101
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4922 0.0132
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4952 0.0014
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4914 0.0011
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4849 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4912 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4916 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.495 0.0005
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4947 0.0007
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.2591 0.11
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4294 0.0656
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4539 0.0534
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4635 0.038
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4853 0.011
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4868 0.0105
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4931 0.0057
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4916 0.0046
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.495 0.0065
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4933 0.0114
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4956 0.011
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4931 0.0231
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4954 0.0241
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4884 0.0142
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4964 0.0186
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.498 0.0139
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4991 0.0105
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4993 0.0071
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4992 0.0035
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4995 0.0026
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.3201 0.2305
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4139 0.2011
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.4358 0.0788
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4278 0.0272
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2500 0.4579 0.0355
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3000 0.4751 0.0167
0.1 0.1 0.01 100 0 0.16681005372000587 1000 3500 0.4924 0.0116
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4000 0.4953 0.0064
0.1 0.1 0.01 100 0 0.16681005372000587 1000 4500 0.4943 0.0049
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5000 0.4978 0.0014
0.1 0.1 0.01 100 0 0.16681005372000587 1000 5500 0.4989 0.0014
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6000 0.4991 0.0013
0.1 0.1 0.01 100 0 0.16681005372000587 1000 6500 0.4996 0.0023
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7000 0.4996 0.0025
0.1 0.1 0.01 100 0 0.16681005372000587 1000 7500 0.4997 0.0035
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8000 0.4998 0.0002
0.1 0.1 0.01 100 0 0.16681005372000587 1000 8500 0.4999 0.0001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9000 0.4999 0.0001
0.1 0.1 0.01 100 0 0.16681005372000587 1000 9500 0.4999 0.0
0.1 0.1 0.01 100 0 0.16681005372000587 1000 10000 0.4998 0.0
0.1 0.1 0.01 100 0 0.16681005372000587 1000 500 0.4168 0.1424
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1000 0.4566 0.0835
0.1 0.1 0.01 100 0 0.16681005372000587 1000 1500 0.482 0.0508
0.1 0.1 0.01 100 0 0.16681005372000587 1000 2000 0.4827 0.0466
