c s2M s2V K N T kf km
0.1 0.1 0.01 100.0 1000 4000 0.4985 0.1399
0.1 0.1 0.01 100.0 1000 4500 0.498 0.1704
0.1 0.1 0.01 100.0 1000 5000 0.4945 0.1824
0.1 0.1 0.01 100.0 1000 5500 0.4906 0.2032
0.1 0.1 0.01 100.0 1000 6000 0.4877 0.1563
0.1 0.1 0.01 100.0 1000 6500 0.4928 0.1125
0.1 0.1 0.01 100.0 1000 7000 0.4922 0.0736
0.1 0.1 0.01 100.0 1000 7500 0.4877 0.0283
0.1 0.1 0.01 100.0 1000 8000 0.4934 0.0418
0.1 0.1 0.01 100.0 1000 8500 0.4869 0.0647
0.1 0.1 0.01 100.0 1000 9000 0.4872 0.1084
0.1 0.1 0.01 100.0 1000 9500 0.4914 0.0461
0.1 0.1 0.01 100.0 1000 10000 0.4922 0.0318
0.1 0.1 0.01 100.0 1000 500 0.4201 0.233
0.1 0.1 0.01 100.0 1000 1000 0.4555 0.1719
0.1 0.1 0.01 100.0 1000 1500 0.4878 0.1689
0.1 0.1 0.01 100.0 1000 2000 0.4887 0.0675
0.1 0.1 0.01 100.0 1000 2500 0.4904 0.0489
0.1 0.1 0.01 100.0 1000 3000 0.4894 0.0092
0.1 0.1 0.01 100.0 1000 3500 0.487 0.0074
0.1 0.1 0.01 100.0 1000 4000 0.493 0.0082
0.1 0.1 0.01 100.0 1000 4500 0.4872 0.0026
0.1 0.1 0.01 100.0 1000 5000 0.4957 0.0021
0.1 0.1 0.01 100.0 1000 5500 0.4992 0.0019
0.1 0.1 0.01 100.0 1000 6000 0.4994 0.0016
0.1 0.1 0.01 100.0 1000 6500 0.4986 0.0031
0.1 0.1 0.01 100.0 1000 7000 0.4959 0.0047
0.1 0.1 0.01 100.0 1000 7500 0.4962 0.0037
0.1 0.1 0.01 100.0 1000 8000 0.4948 0.0013
0.1 0.1 0.01 100.0 1000 8500 0.4965 0.001
0.1 0.1 0.01 100.0 1000 9000 0.4838 0.0008
0.1 0.1 0.01 100.0 1000 9500 0.4835 0.0005
0.1 0.1 0.01 100.0 1000 10000 0.472 0.0004
0.1 0.1 0.01 100.0 1000 500 0.4349 0.192
0.1 0.1 0.01 100.0 1000 1000 0.4272 0.0784
0.1 0.1 0.01 100.0 1000 1500 0.4737 0.1341
0.1 0.1 0.01 100.0 1000 2000 0.4856 0.0561
0.1 0.1 0.01 100.0 1000 2500 0.4898 0.0805
0.1 0.1 0.01 100.0 1000 3000 0.4855 0.0331
0.1 0.1 0.01 100.0 1000 3500 0.4886 0.0547
0.1 0.1 0.01 100.0 1000 4000 0.4917 0.0575
0.1 0.1 0.01 100.0 1000 4500 0.4967 0.0537
0.1 0.1 0.01 100.0 1000 5000 0.4968 0.0245
0.1 0.1 0.01 100.0 1000 5500 0.4979 0.033
0.1 0.1 0.01 100.0 1000 6000 0.4985 0.0216
0.1 0.1 0.01 100.0 1000 6500 0.499 0.0161
0.1 0.1 0.01 100.0 1000 7000 0.4998 0.0119
0.1 0.1 0.01 100.0 1000 7500 0.4994 0.0087
0.1 0.1 0.01 100.0 1000 8000 0.4998 0.0094
0.1 0.1 0.01 100.0 1000 8500 0.4993 0.0124
0.1 0.1 0.01 100.0 1000 9000 0.4993 0.0105
0.1 0.1 0.01 100.0 1000 9500 0.4993 0.0191
0.1 0.1 0.01 100.0 1000 10000 0.4995 0.0177
0.1 0.1 0.01 100.0 1000 500 0.4262 0.363
0.1 0.1 0.01 100.0 1000 1000 0.4627 0.35
0.1 0.1 0.01 100.0 1000 1500 0.4709 0.2715
0.1 0.1 0.01 100.0 1000 2000 0.4779 0.2589
0.1 0.1 0.01 100.0 1000 2500 0.4815 0.205
0.1 0.1 0.01 100.0 1000 3000 0.4894 0.2045
0.1 0.1 0.01 100.0 1000 3500 0.4879 0.1868
0.1 0.1 0.01 100.0 1000 4000 0.4948 0.2605
0.1 0.1 0.01 100.0 1000 4500 0.4965 0.3117
0.1 0.1 0.01 100.0 1000 5000 0.496 0.2259
0.1 0.1 0.01 100.0 1000 5500 0.4978 0.172
0.1 0.1 0.01 100.0 1000 6000 0.4965 0.2084
0.1 0.1 0.01 100.0 1000 6500 0.4993 0.2256
0.1 0.1 0.01 100.0 1000 7000 0.4998 0.296
0.1 0.1 0.01 100.0 1000 7500 0.4999 0.3479
0.1 0.1 0.01 100.0 1000 8000 0.4998 0.3804
0.1 0.1 0.01 100.0 1000 8500 0.4999 0.4344
0.1 0.1 0.01 100.0 1000 9000 0.4999 0.4107
0.1 0.1 0.01 100.0 1000 9500 0.5 0.4338
0.1 0.1 0.01 100.0 1000 10000 0.5 0.3792
0.1 0.1 0.01 100.0 1000 500 0.4323 0.2127
0.1 0.1 0.01 100.0 1000 1000 0.4778 0.1118
0.1 0.1 0.01 100.0 1000 1500 0.4754 0.0899
0.1 0.1 0.01 100.0 1000 2000 0.4859 0.0801
0.1 0.1 0.01 100.0 1000 2500 0.4924 0.1302
0.1 0.1 0.01 100.0 1000 3000 0.4961 0.0867
0.1 0.1 0.01 100.0 1000 3500 0.4906 0.1357
0.1 0.1 0.01 100.0 1000 4000 0.4933 0.1297
0.1 0.1 0.01 100.0 1000 4500 0.4943 0.1206
0.1 0.1 0.01 100.0 1000 5000 0.4948 0.2769
0.1 0.1 0.01 100.0 1000 5500 0.478 0.4298
0.1 0.1 0.01 100.0 1000 6000 0.4727 0.4642
0.1 0.1 0.01 100.0 1000 6500 0.4655 0.4672
0.1 0.1 0.01 100.0 1000 7000 0.4846 0.4448
0.1 0.1 0.01 100.0 1000 7500 0.4904 0.3925
0.1 0.1 0.01 100.0 1000 8000 0.4933 0.3879
0.1 0.1 0.01 100.0 1000 8500 0.4934 0.3233
0.1 0.1 0.01 100.0 1000 9000 0.4934 0.2363
0.1 0.1 0.01 100.0 1000 9500 0.4901 0.1863
0.1 0.1 0.01 100.0 1000 10000 0.4904 0.1997
0.1 0.1 0.01 100.0 1000 500 0.3612 0.1862
0.1 0.1 0.01 100.0 1000 1000 0.4656 0.1175
0.1 0.1 0.01 100.0 1000 1500 0.4656 0.0588
0.1 0.1 0.01 100.0 1000 2000 0.468 0.0449
0.1 0.1 0.01 100.0 1000 2500 0.478 0.0385
0.1 0.1 0.01 100.0 1000 3000 0.4599 0.0313
0.1 0.1 0.01 100.0 1000 3500 0.4919 0.0306
0.1 0.1 0.01 100.0 1000 4000 0.4889 0.0295
0.1 0.1 0.01 100.0 1000 4500 0.4849 0.0155
0.1 0.1 0.01 100.0 1000 5000 0.4867 0.004
0.1 0.1 0.01 100.0 1000 5500 0.4902 0.004
0.1 0.1 0.01 100.0 1000 6000 0.4949 0.0027
0.1 0.1 0.01 100.0 1000 6500 0.494 0.0014
0.1 0.1 0.01 100.0 1000 7000 0.4795 0.0031
0.1 0.1 0.01 100.0 1000 7500 0.4954 0.0013
0.1 0.1 0.01 100.0 1000 8000 0.4988 0.0006
0.1 0.1 0.01 100.0 1000 8500 0.499 0.0004
0.1 0.1 0.01 100.0 1000 9000 0.4968 0.0009
0.1 0.1 0.01 100.0 1000 9500 0.4977 0.0026
0.1 0.1 0.01 100.0 1000 10000 0.4989 0.0051
0.1 0.1 0.01 100.0 1000 500 0.4205 0.2308
0.1 0.1 0.01 100.0 1000 1000 0.4752 0.0695
0.1 0.1 0.01 100.0 1000 1500 0.4651 0.0294
0.1 0.1 0.01 100.0 1000 2000 0.4836 0.0102
0.1 0.1 0.01 100.0 1000 2500 0.4947 0.0106
0.1 0.1 0.01 100.0 1000 3000 0.4988 0.0118
0.1 0.1 0.01 100.0 1000 3500 0.4977 0.0186
0.1 0.1 0.01 100.0 1000 4000 0.4976 0.0107
0.1 0.1 0.01 100.0 1000 4500 0.4951 0.0159
0.1 0.1 0.01 100.0 1000 5000 0.4912 0.0158
0.1 0.1 0.01 100.0 1000 5500 0.4912 0.016
0.1 0.1 0.01 100.0 1000 6000 0.4781 0.0129
0.1 0.1 0.01 100.0 1000 6500 0.4895 0.0171
0.1 0.1 0.01 100.0 1000 7000 0.484 0.0168
0.1 0.1 0.01 100.0 1000 7500 0.4859 0.0054
0.1 0.1 0.01 100.0 1000 8000 0.492 0.0038
0.1 0.1 0.01 100.0 1000 8500 0.4939 0.0032
0.1 0.1 0.01 100.0 1000 9000 0.489 0.0037
0.1 0.1 0.01 100.0 1000 9500 0.4955 0.0021
0.1 0.1 0.01 100.0 1000 10000 0.4955 0.003
0.1 0.1 0.01 100.0 1000 500 0.3909 0.1656
0.1 0.1 0.01 100.0 1000 1000 0.4666 0.2194
0.1 0.1 0.01 100.0 1000 1500 0.4897 0.2473
0.1 0.1 0.01 100.0 1000 2000 0.4962 0.163
0.1 0.1 0.01 100.0 1000 2500 0.4967 0.1287
0.1 0.1 0.01 100.0 1000 3000 0.4979 0.1597
0.1 0.1 0.01 100.0 1000 3500 0.4983 0.1217
0.1 0.1 0.01 100.0 1000 4000 0.4992 0.0834
0.1 0.1 0.01 100.0 1000 4500 0.4992 0.1504
0.1 0.1 0.01 100.0 1000 5000 0.4993 0.1416
0.1 0.1 0.01 100.0 1000 5500 0.4995 0.1276
0.1 0.1 0.01 100.0 1000 6000 0.4999 0.1757
0.1 0.1 0.01 100.0 1000 6500 0.4998 0.1715
0.1 0.1 0.01 100.0 1000 7000 0.4997 0.1133
0.1 0.1 0.01 100.0 1000 7500 0.4994 0.2104
0.1 0.1 0.01 100.0 1000 8000 0.4993 0.1428
0.1 0.1 0.01 100.0 1000 8500 0.4996 0.1258
0.1 0.1 0.01 100.0 1000 9000 0.4992 0.1239
0.1 0.1 0.01 100.0 1000 9500 0.499 0.0593
0.1 0.1 0.01 100.0 1000 10000 0.4993 0.0403
0.1 0.1 0.01 100.0 1000 500 0.3868 0.2691
0.1 0.1 0.01 100.0 1000 1000 0.4265 0.346
0.1 0.1 0.01 100.0 1000 1500 0.4658 0.3203
0.1 0.1 0.01 100.0 1000 2000 0.4668 0.2964
0.1 0.1 0.01 100.0 1000 2500 0.4779 0.2623
0.1 0.1 0.01 100.0 1000 3000 0.4817 0.1873
0.1 0.1 0.01 100.0 1000 3500 0.4949 0.2864
0.1 0.1 0.01 100.0 1000 4000 0.4949 0.2932
0.1 0.1 0.01 100.0 1000 4500 0.4897 0.2849
0.1 0.1 0.01 100.0 1000 5000 0.494 0.3295
0.1 0.1 0.01 100.0 1000 5500 0.4955 0.3036
0.1 0.1 0.01 100.0 1000 6000 0.4967 0.3278
0.1 0.1 0.01 100.0 1000 6500 0.4987 0.4504
0.1 0.1 0.01 100.0 1000 7000 0.4978 0.2664
0.1 0.1 0.01 100.0 1000 7500 0.4967 0.148
0.1 0.1 0.01 100.0 1000 8000 0.4956 0.1919
0.1 0.1 0.01 100.0 1000 8500 0.4958 0.106
0.1 0.1 0.01 100.0 1000 9000 0.4984 0.0583
0.1 0.1 0.01 100.0 1000 9500 0.498 0.0558
0.1 0.1 0.01 100.0 1000 10000 0.499 0.0651
0.1 0.1 0.01 100.0 1000 500 0.4018 0.2201
0.1 0.1 0.01 100.0 1000 1000 0.4617 0.2509
0.1 0.1 0.01 100.0 1000 1500 0.4799 0.2486
0.1 0.1 0.01 100.0 1000 2000 0.4613 0.2779
0.1 0.1 0.01 100.0 1000 2500 0.4668 0.2733
0.1 0.1 0.01 100.0 1000 3000 0.4851 0.1397
0.1 0.1 0.01 100.0 1000 3500 0.4944 0.2056
0.1 0.1 0.01 100.0 1000 4000 0.4956 0.1719
0.1 0.1 0.01 100.0 1000 4500 0.4983 0.2378
0.1 0.1 0.01 100.0 1000 5000 0.4982 0.1318
0.1 0.1 0.01 100.0 1000 5500 0.4977 0.0766
0.1 0.1 0.01 100.0 1000 6000 0.4973 0.0409
0.1 0.1 0.01 100.0 1000 6500 0.4982 0.0412
0.1 0.1 0.01 100.0 1000 7000 0.4982 0.0669
0.1 0.1 0.01 100.0 1000 7500 0.4961 0.043
0.1 0.1 0.01 100.0 1000 8000 0.493 0.0232
0.1 0.1 0.01 100.0 1000 8500 0.493 0.0261
0.1 0.1 0.01 100.0 1000 9000 0.4953 0.0067
0.1 0.1 0.01 100.0 1000 9500 0.4919 0.0071
0.1 0.1 0.01 100.0 1000 10000 0.4954 0.0068
0.1 0.1 0.01 100.0 1000 500 0.3393 0.2126
0.1 0.1 0.01 100.0 1000 1000 0.4377 0.2351
0.1 0.1 0.01 100.0 1000 1500 0.47 0.2432
0.1 0.1 0.01 100.0 1000 2000 0.4801 0.1006
0.1 0.1 0.01 100.0 1000 2500 0.4831 0.1391
0.1 0.1 0.01 100.0 1000 3000 0.4886 0.3709
0.1 0.1 0.01 100.0 1000 3500 0.4835 0.3667
0.1 0.1 0.01 100.0 1000 4000 0.4904 0.4483
0.1 0.1 0.01 100.0 1000 4500 0.4914 0.3949
0.1 0.1 0.01 100.0 1000 5000 0.4921 0.4439
0.1 0.1 0.01 100.0 1000 5500 0.4922 0.477
0.1 0.1 0.01 100.0 1000 6000 0.4956 0.4685
0.1 0.1 0.01 100.0 1000 6500 0.4983 0.4702
0.1 0.1 0.01 100.0 1000 7000 0.4987 0.4176
0.1 0.1 0.01 100.0 1000 7500 0.4992 0.4559
0.1 0.1 0.01 100.0 1000 8000 0.4994 0.4246
0.1 0.1 0.01 100.0 1000 8500 0.4994 0.41
0.1 0.1 0.01 100.0 1000 9000 0.4989 0.3589
0.1 0.1 0.01 100.0 1000 9500 0.4991 0.2604
0.1 0.1 0.01 100.0 1000 10000 0.499 0.2693
0.1 0.1 0.01 100.0 1000 500 0.439 0.3073
0.1 0.1 0.01 100.0 1000 1000 0.464 0.3499
0.1 0.1 0.01 100.0 1000 1500 0.4711 0.349
0.1 0.1 0.01 100.0 1000 2000 0.4959 0.3387
0.1 0.1 0.01 100.0 1000 2500 0.4984 0.3135
0.1 0.1 0.01 100.0 1000 3000 0.499 0.3257
0.1 0.1 0.01 100.0 1000 3500 0.4993 0.3058
0.1 0.1 0.01 100.0 1000 4000 0.498 0.1253
0.1 0.1 0.01 100.0 1000 4500 0.4986 0.1503
0.1 0.1 0.01 100.0 1000 5000 0.4967 0.2375
0.1 0.1 0.01 100.0 1000 5500 0.4973 0.1793
0.1 0.1 0.01 100.0 1000 6000 0.4988 0.1546
0.1 0.1 0.01 100.0 1000 6500 0.4994 0.1226
0.1 0.1 0.01 100.0 1000 7000 0.4995 0.1969
0.1 0.1 0.01 100.0 1000 7500 0.4998 0.1636
0.1 0.1 0.01 100.0 1000 8000 0.4999 0.2221
0.1 0.1 0.01 100.0 1000 8500 0.4996 0.2024
0.1 0.1 0.01 100.0 1000 9000 0.4998 0.1019
0.1 0.1 0.01 100.0 1000 9500 0.4997 0.16
0.1 0.1 0.01 100.0 1000 10000 0.4998 0.0676
0.1 0.1 0.01 100.0 1000 500 0.4347 0.3271
0.1 0.1 0.01 100.0 1000 1000 0.4707 0.4027
0.1 0.1 0.01 100.0 1000 1500 0.4905 0.4676
0.1 0.1 0.01 100.0 1000 2000 0.4945 0.4646
0.1 0.1 0.01 100.0 1000 2500 0.4946 0.4439
0.1 0.1 0.01 100.0 1000 3000 0.4953 0.4688
0.1 0.1 0.01 100.0 1000 3500 0.4941 0.4543
0.1 0.1 0.01 100.0 1000 4000 0.4962 0.4676
0.1 0.1 0.01 100.0 1000 4500 0.4943 0.4862
0.1 0.1 0.01 100.0 1000 5000 0.4923 0.4952
0.1 0.1 0.01 100.0 1000 5500 0.4937 0.4874
0.1 0.1 0.01 100.0 1000 6000 0.4932 0.4863
0.1 0.1 0.01 100.0 1000 6500 0.4955 0.4853
0.1 0.1 0.01 100.0 1000 7000 0.4963 0.4489
0.1 0.1 0.01 100.0 1000 7500 0.4978 0.4446
0.1 0.1 0.01 100.0 1000 8000 0.4988 0.4705
0.1 0.1 0.01 100.0 1000 8500 0.499 0.471
0.1 0.1 0.01 100.0 1000 9000 0.498 0.46
0.1 0.1 0.01 100.0 1000 9500 0.4991 0.4776
0.1 0.1 0.01 100.0 1000 10000 0.4992 0.4742
0.1 0.1 0.01 100.0 1000 500 0.3489 0.2994
0.1 0.1 0.01 100.0 1000 1000 0.4322 0.2921
0.1 0.1 0.01 100.0 1000 1500 0.463 0.3726
0.1 0.1 0.01 100.0 1000 2000 0.4769 0.3496
0.1 0.1 0.01 100.0 1000 2500 0.459 0.3326
0.1 0.1 0.01 100.0 1000 3000 0.4768 0.2694
0.1 0.1 0.01 100.0 1000 3500 0.4669 0.2248
0.1 0.1 0.01 100.0 1000 4000 0.4789 0.111
0.1 0.1 0.01 100.0 1000 4500 0.4847 0.0898
0.1 0.1 0.01 100.0 1000 5000 0.4916 0.0853
0.1 0.1 0.01 100.0 1000 5500 0.4799 0.1343
0.1 0.1 0.01 100.0 1000 6000 0.4881 0.1503
0.1 0.1 0.01 100.0 1000 6500 0.4843 0.2693
0.1 0.1 0.01 100.0 1000 7000 0.4822 0.3488
0.1 0.1 0.01 100.0 1000 7500 0.4529 0.3424
0.1 0.1 0.01 100.0 1000 8000 0.4766 0.21
0.1 0.1 0.01 100.0 1000 8500 0.4857 0.2723
0.1 0.1 0.01 100.0 1000 9000 0.4947 0.2335
0.1 0.1 0.01 100.0 1000 9500 0.4992 0.2138
0.1 0.1 0.01 100.0 1000 10000 0.4973 0.2214
0.1 0.1 0.01 100.0 1000 500 0.3686 0.3132
0.1 0.1 0.01 100.0 1000 1000 0.446 0.3952
0.1 0.1 0.01 100.0 1000 1500 0.4442 0.4441
0.1 0.1 0.01 100.0 1000 2000 0.4753 0.4559
0.1 0.1 0.01 100.0 1000 2500 0.4869 0.4604
0.1 0.1 0.01 100.0 1000 3000 0.493 0.4453
0.1 0.1 0.01 100.0 1000 3500 0.4845 0.4866
0.1 0.1 0.01 100.0 1000 4000 0.4904 0.4824
0.1 0.1 0.01 100.0 1000 4500 0.4863 0.4917
0.1 0.1 0.01 100.0 1000 5000 0.4906 0.4935
0.1 0.1 0.01 100.0 1000 5500 0.494 0.4963
0.1 0.1 0.01 100.0 1000 6000 0.49 0.4951
0.1 0.1 0.01 100.0 1000 6500 0.4943 0.4948
0.1 0.1 0.01 100.0 1000 7000 0.4982 0.4871
0.1 0.1 0.01 100.0 1000 7500 0.4946 0.4965
0.1 0.1 0.01 100.0 1000 8000 0.4983 0.4987
0.1 0.1 0.01 100.0 1000 8500 0.4993 0.4995
0.1 0.1 0.01 100.0 1000 9000 0.499 0.4986
0.1 0.1 0.01 100.0 1000 9500 0.499 0.4944
0.1 0.1 0.01 100.0 1000 10000 0.4993 0.4977
0.1 0.1 0.01 100.0 1000 500 0.4319 0.2461
0.1 0.1 0.01 100.0 1000 1000 0.4444 0.1208
0.1 0.1 0.01 100.0 1000 1500 0.4771 0.1258
0.1 0.1 0.01 100.0 1000 2000 0.4875 0.2118
0.1 0.1 0.01 100.0 1000 2500 0.4918 0.3703
0.1 0.1 0.01 100.0 1000 3000 0.4962 0.2958
0.1 0.1 0.01 100.0 1000 3500 0.4971 0.1471
0.1 0.1 0.01 100.0 1000 4000 0.4965 0.1027
0.1 0.1 0.01 100.0 1000 4500 0.4962 0.0499
0.1 0.1 0.01 100.0 1000 5000 0.4985 0.0636
0.1 0.1 0.01 100.0 1000 5500 0.4996 0.0914
0.1 0.1 0.01 100.0 1000 6000 0.4996 0.0619
0.1 0.1 0.01 100.0 1000 6500 0.4997 0.0358
0.1 0.1 0.01 100.0 1000 7000 0.4982 0.0556
0.1 0.1 0.01 100.0 1000 7500 0.4987 0.0903
0.1 0.1 0.01 100.0 1000 8000 0.4982 0.0495
0.1 0.1 0.01 100.0 1000 8500 0.4986 0.0889
0.1 0.1 0.01 100.0 1000 9000 0.4972 0.0748
0.1 0.1 0.01 100.0 1000 9500 0.4989 0.1311
0.1 0.1 0.01 100.0 1000 10000 0.499 0.2088
0.1 0.1 0.01 100.0 1000 500 0.3586 0.2908
0.1 0.1 0.01 100.0 1000 1000 0.4259 0.2159
0.1 0.1 0.01 100.0 1000 1500 0.4694 0.3212
0.1 0.1 0.01 100.0 1000 2000 0.4929 0.2465
0.1 0.1 0.01 100.0 1000 2500 0.4925 0.2302
0.1 0.1 0.01 100.0 1000 3000 0.4957 0.2142
0.1 0.1 0.01 100.0 1000 3500 0.4983 0.1515
0.1 0.1 0.01 100.0 1000 4000 0.4992 0.1594
0.1 0.1 0.01 100.0 1000 4500 0.4992 0.1136
0.1 0.1 0.01 100.0 1000 5000 0.4983 0.1908
0.1 0.1 0.01 100.0 1000 5500 0.4958 0.2832
0.1 0.1 0.01 100.0 1000 6000 0.4981 0.1044
0.1 0.1 0.01 100.0 1000 6500 0.498 0.0664
0.1 0.1 0.01 100.0 1000 7000 0.4974 0.1286
0.1 0.1 0.01 100.0 1000 7500 0.4953 0.059
0.1 0.1 0.01 100.0 1000 8000 0.4935 0.0591
0.1 0.1 0.01 100.0 1000 8500 0.4982 0.0313
0.1 0.1 0.01 100.0 1000 9000 0.4989 0.0399
0.1 0.1 0.01 100.0 1000 9500 0.4989 0.0299
0.1 0.1 0.01 100.0 1000 10000 0.4984 0.0154
0.1 0.1 0.01 100.0 1000 500 0.3901 0.1404
0.1 0.1 0.01 100.0 1000 1000 0.4541 0.1238
0.1 0.1 0.01 100.0 1000 1500 0.4829 0.0879
0.1 0.1 0.01 100.0 1000 2000 0.4778 0.1014
0.1 0.1 0.01 100.0 1000 2500 0.4691 0.0626
0.1 0.1 0.01 100.0 1000 3000 0.4808 0.0323
0.1 0.1 0.01 100.0 1000 3500 0.4932 0.0446
0.1 0.1 0.01 100.0 1000 4000 0.4932 0.0535
0.1 0.1 0.01 100.0 1000 4500 0.4945 0.0523
0.1 0.1 0.01 100.0 1000 5000 0.4942 0.0387
0.1 0.1 0.01 100.0 1000 5500 0.4945 0.0534
0.1 0.1 0.01 100.0 1000 6000 0.4976 0.0492
0.1 0.1 0.01 100.0 1000 6500 0.4971 0.051
0.1 0.1 0.01 100.0 1000 7000 0.4982 0.1731
0.1 0.1 0.01 100.0 1000 7500 0.4987 0.3216
0.1 0.1 0.01 100.0 1000 8000 0.4987 0.2938
0.1 0.1 0.01 100.0 1000 8500 0.4978 0.3707
0.1 0.1 0.01 100.0 1000 9000 0.4992 0.4195
0.1 0.1 0.01 100.0 1000 9500 0.4968 0.3782
