c s2M s2V K N T kf km
0.1 0.1 0.01 166.81005372000593 500 500 0.3806 0.211
0.1 0.1 0.01 166.81005372000593 500 1000 0.3343 0.2782
0.1 0.1 0.01 166.81005372000593 500 1500 0.4614 0.3208
0.1 0.1 0.01 166.81005372000593 500 2000 0.457 0.2629
0.1 0.1 0.01 166.81005372000593 500 2500 0.4844 0.0866
0.1 0.1 0.01 166.81005372000593 500 3000 0.4914 0.0588
0.1 0.1 0.01 166.81005372000593 500 3500 0.49 0.0193
0.1 0.1 0.01 166.81005372000593 500 4000 0.4931 0.0209
0.1 0.1 0.01 166.81005372000593 500 4500 0.4912 0.027
0.1 0.1 0.01 166.81005372000593 500 5000 0.4911 0.0278
0.1 0.1 0.01 166.81005372000593 500 5500 0.4918 0.0619
0.1 0.1 0.01 166.81005372000593 500 6000 0.4901 0.0904
0.1 0.1 0.01 166.81005372000593 500 6500 0.4945 0.0618
0.1 0.1 0.01 166.81005372000593 500 7000 0.4946 0.0606
0.1 0.1 0.01 166.81005372000593 500 7500 0.4963 0.0389
0.1 0.1 0.01 166.81005372000593 500 8000 0.4929 0.0606
0.1 0.1 0.01 166.81005372000593 500 8500 0.4936 0.0658
0.1 0.1 0.01 166.81005372000593 500 9000 0.4887 0.0286
0.1 0.1 0.01 166.81005372000593 500 9500 0.4922 0.0195
0.1 0.1 0.01 166.81005372000593 500 10000 0.4961 0.0092
0.1 0.1 0.01 166.81005372000593 500 500 0.3894 0.281
0.1 0.1 0.01 166.81005372000593 500 1000 0.4202 0.2722
0.1 0.1 0.01 166.81005372000593 500 1500 0.4364 0.2874
0.1 0.1 0.01 166.81005372000593 500 2000 0.45 0.1732
0.1 0.1 0.01 166.81005372000593 500 2500 0.3977 0.1867
0.1 0.1 0.01 166.81005372000593 500 3000 0.3887 0.1497
0.1 0.1 0.01 166.81005372000593 500 3500 0.4125 0.176
0.1 0.1 0.01 166.81005372000593 500 4000 0.459 0.2481
0.1 0.1 0.01 166.81005372000593 500 4500 0.4606 0.2049
0.1 0.1 0.01 166.81005372000593 500 5000 0.4686 0.0798
0.1 0.1 0.01 166.81005372000593 500 5500 0.4739 0.0594
0.1 0.1 0.01 166.81005372000593 500 6000 0.4781 0.0627
0.1 0.1 0.01 166.81005372000593 500 6500 0.4764 0.0544
0.1 0.1 0.01 166.81005372000593 500 7000 0.4913 0.0474
0.1 0.1 0.01 166.81005372000593 500 7500 0.4926 0.0165
0.1 0.1 0.01 166.81005372000593 500 8000 0.4918 0.0152
0.1 0.1 0.01 166.81005372000593 500 8500 0.4964 0.0125
0.1 0.1 0.01 166.81005372000593 500 9000 0.4973 0.0071
0.1 0.1 0.01 166.81005372000593 500 9500 0.495 0.0114
0.1 0.1 0.01 166.81005372000593 500 10000 0.4944 0.0221
0.1 0.1 0.01 166.81005372000593 500 500 0.3132 0.2441
0.1 0.1 0.01 166.81005372000593 500 1000 0.3622 0.2783
0.1 0.1 0.01 166.81005372000593 500 1500 0.4042 0.3449
0.1 0.1 0.01 166.81005372000593 500 2000 0.4647 0.3649
0.1 0.1 0.01 166.81005372000593 500 2500 0.4709 0.4326
0.1 0.1 0.01 166.81005372000593 500 3000 0.468 0.4468
0.1 0.1 0.01 166.81005372000593 500 3500 0.4838 0.4483
0.1 0.1 0.01 166.81005372000593 500 4000 0.4851 0.3948
0.1 0.1 0.01 166.81005372000593 500 4500 0.4924 0.3789
0.1 0.1 0.01 166.81005372000593 500 5000 0.4932 0.3623
0.1 0.1 0.01 166.81005372000593 500 5500 0.491 0.3598
0.1 0.1 0.01 166.81005372000593 500 6000 0.4931 0.4113
0.1 0.1 0.01 166.81005372000593 500 6500 0.4961 0.3621
0.1 0.1 0.01 166.81005372000593 500 7000 0.4866 0.3801
0.1 0.1 0.01 166.81005372000593 500 7500 0.4879 0.4088
0.1 0.1 0.01 166.81005372000593 500 8000 0.4941 0.421
0.1 0.1 0.01 166.81005372000593 500 8500 0.4961 0.4336
0.1 0.1 0.01 166.81005372000593 500 9000 0.4974 0.4666
0.1 0.1 0.01 166.81005372000593 500 9500 0.4978 0.4499
0.1 0.1 0.01 166.81005372000593 500 10000 0.4988 0.4134
0.1 0.1 0.01 166.81005372000593 500 500 0.3163 0.2742
0.1 0.1 0.01 166.81005372000593 500 1000 0.3788 0.2851
0.1 0.1 0.01 166.81005372000593 500 1500 0.3977 0.2712
0.1 0.1 0.01 166.81005372000593 500 2000 0.411 0.2842
0.1 0.1 0.01 166.81005372000593 500 2500 0.4623 0.3014
0.1 0.1 0.01 166.81005372000593 500 3000 0.4875 0.2724
0.1 0.1 0.01 166.81005372000593 500 3500 0.4893 0.2955
0.1 0.1 0.01 166.81005372000593 500 4000 0.4883 0.2934
0.1 0.1 0.01 166.81005372000593 500 4500 0.4931 0.2495
0.1 0.1 0.01 166.81005372000593 500 5000 0.4939 0.2639
0.1 0.1 0.01 166.81005372000593 500 5500 0.487 0.3054
0.1 0.1 0.01 166.81005372000593 500 6000 0.4855 0.3293
0.1 0.1 0.01 166.81005372000593 500 6500 0.49 0.3032
0.1 0.1 0.01 166.81005372000593 500 7000 0.4851 0.2655
0.1 0.1 0.01 166.81005372000593 500 7500 0.4844 0.2428
0.1 0.1 0.01 166.81005372000593 500 8000 0.4665 0.2549
0.1 0.1 0.01 166.81005372000593 500 8500 0.4833 0.3067
0.1 0.1 0.01 166.81005372000593 500 9000 0.4887 0.2773
0.1 0.1 0.01 166.81005372000593 500 9500 0.4967 0.1857
0.1 0.1 0.01 166.81005372000593 500 10000 0.4965 0.0921
0.1 0.1 0.01 166.81005372000593 500 500 0.4004 0.1561
0.1 0.1 0.01 166.81005372000593 500 1000 0.4482 0.1505
0.1 0.1 0.01 166.81005372000593 500 1500 0.4573 0.1927
0.1 0.1 0.01 166.81005372000593 500 2000 0.4754 0.2267
0.1 0.1 0.01 166.81005372000593 500 2500 0.4766 0.1792
0.1 0.1 0.01 166.81005372000593 500 3000 0.4877 0.1297
0.1 0.1 0.01 166.81005372000593 500 3500 0.4904 0.0962
0.1 0.1 0.01 166.81005372000593 500 4000 0.4846 0.1027
0.1 0.1 0.01 166.81005372000593 500 4500 0.4824 0.1032
0.1 0.1 0.01 166.81005372000593 500 5000 0.4865 0.1172
0.1 0.1 0.01 166.81005372000593 500 5500 0.4904 0.1824
0.1 0.1 0.01 166.81005372000593 500 6000 0.4967 0.1067
0.1 0.1 0.01 166.81005372000593 500 6500 0.4986 0.0785
0.1 0.1 0.01 166.81005372000593 500 7000 0.4992 0.0497
0.1 0.1 0.01 166.81005372000593 500 7500 0.499 0.045
0.1 0.1 0.01 166.81005372000593 500 8000 0.4989 0.0449
0.1 0.1 0.01 166.81005372000593 500 8500 0.4983 0.0375
0.1 0.1 0.01 166.81005372000593 500 9000 0.4967 0.046
0.1 0.1 0.01 166.81005372000593 500 9500 0.4972 0.0469
0.1 0.1 0.01 166.81005372000593 500 10000 0.4954 0.018
0.1 0.1 0.01 215.44346900318845 500 500 0.3649 0.3762
0.1 0.1 0.01 215.44346900318845 500 1000 0.3823 0.4215
0.1 0.1 0.01 215.44346900318845 500 1500 0.4583 0.4432
0.1 0.1 0.01 215.44346900318845 500 2000 0.4656 0.4349
0.1 0.1 0.01 215.44346900318845 500 2500 0.4766 0.4725
0.1 0.1 0.01 215.44346900318845 500 3000 0.4794 0.4667
0.1 0.1 0.01 215.44346900318845 500 3500 0.4774 0.4748
0.1 0.1 0.01 215.44346900318845 500 4000 0.4855 0.4935
0.1 0.1 0.01 215.44346900318845 500 4500 0.4858 0.4933
0.1 0.1 0.01 215.44346900318845 500 5000 0.478 0.4942
0.1 0.1 0.01 215.44346900318845 500 5500 0.4714 0.4933
0.1 0.1 0.01 215.44346900318845 500 6000 0.4642 0.4929
0.1 0.1 0.01 215.44346900318845 500 6500 0.4492 0.4851
0.1 0.1 0.01 215.44346900318845 500 7000 0.471 0.4831
0.1 0.1 0.01 215.44346900318845 500 7500 0.481 0.4754
0.1 0.1 0.01 215.44346900318845 500 8000 0.4554 0.4791
0.1 0.1 0.01 215.44346900318845 500 8500 0.4776 0.4808
0.1 0.1 0.01 215.44346900318845 500 9000 0.4903 0.4877
0.1 0.1 0.01 215.44346900318845 500 9500 0.4932 0.4938
0.1 0.1 0.01 215.44346900318845 500 10000 0.4946 0.4958
0.1 0.1 0.01 215.44346900318845 500 500 0.2485 0.2518
0.1 0.1 0.01 215.44346900318845 500 1000 0.2856 0.2067
0.1 0.1 0.01 215.44346900318845 500 1500 0.4024 0.2173
0.1 0.1 0.01 215.44346900318845 500 2000 0.4445 0.2701
0.1 0.1 0.01 215.44346900318845 500 2500 0.473 0.2431
0.1 0.1 0.01 215.44346900318845 500 3000 0.4637 0.3351
0.1 0.1 0.01 215.44346900318845 500 3500 0.4545 0.3035
0.1 0.1 0.01 215.44346900318845 500 4000 0.4579 0.2863
0.1 0.1 0.01 215.44346900318845 500 4500 0.477 0.3686
0.1 0.1 0.01 215.44346900318845 500 5000 0.4834 0.4043
0.1 0.1 0.01 215.44346900318845 500 5500 0.4877 0.4511
0.1 0.1 0.01 215.44346900318845 500 6000 0.4853 0.4463
0.1 0.1 0.01 215.44346900318845 500 6500 0.4764 0.4632
0.1 0.1 0.01 215.44346900318845 500 7000 0.4749 0.4715
0.1 0.1 0.01 215.44346900318845 500 7500 0.4828 0.4669
0.1 0.1 0.01 215.44346900318845 500 8000 0.4848 0.4552
0.1 0.1 0.01 215.44346900318845 500 8500 0.4878 0.4278
0.1 0.1 0.01 215.44346900318845 500 9000 0.4881 0.4144
0.1 0.1 0.01 215.44346900318845 500 9500 0.4905 0.4577
0.1 0.1 0.01 215.44346900318845 500 10000 0.4939 0.4797
0.1 0.1 0.01 215.44346900318845 500 500 0.237 0.1945
0.1 0.1 0.01 215.44346900318845 500 1000 0.3558 0.2294
0.1 0.1 0.01 215.44346900318845 500 1500 0.3692 0.2066
0.1 0.1 0.01 215.44346900318845 500 2000 0.4323 0.1712
0.1 0.1 0.01 215.44346900318845 500 2500 0.4461 0.2513
0.1 0.1 0.01 215.44346900318845 500 3000 0.4459 0.2891
0.1 0.1 0.01 215.44346900318845 500 3500 0.4567 0.2365
0.1 0.1 0.01 215.44346900318845 500 4000 0.439 0.1344
0.1 0.1 0.01 215.44346900318845 500 4500 0.4605 0.0736
0.1 0.1 0.01 215.44346900318845 500 5000 0.4497 0.0776
0.1 0.1 0.01 215.44346900318845 500 5500 0.4488 0.0997
0.1 0.1 0.01 215.44346900318845 500 6000 0.4653 0.0933
0.1 0.1 0.01 215.44346900318845 500 6500 0.4704 0.1422
0.1 0.1 0.01 215.44346900318845 500 7000 0.4738 0.0967
0.1 0.1 0.01 215.44346900318845 500 7500 0.4631 0.0519
0.1 0.1 0.01 215.44346900318845 500 8000 0.4702 0.0782
0.1 0.1 0.01 215.44346900318845 500 8500 0.4688 0.0368
0.1 0.1 0.01 215.44346900318845 500 9000 0.4632 0.0595
0.1 0.1 0.01 215.44346900318845 500 9500 0.4638 0.0582
0.1 0.1 0.01 215.44346900318845 500 10000 0.4742 0.0583
0.1 0.1 0.01 215.44346900318845 500 500 0.2176 0.3097
0.1 0.1 0.01 215.44346900318845 500 1000 0.1578 0.3695
0.1 0.1 0.01 215.44346900318845 500 1500 0.1562 0.3428
0.1 0.1 0.01 215.44346900318845 500 2000 0.1689 0.4017
0.1 0.1 0.01 215.44346900318845 500 2500 0.3302 0.4178
0.1 0.1 0.01 215.44346900318845 500 3000 0.386 0.4252
0.1 0.1 0.01 215.44346900318845 500 3500 0.431 0.4168
0.1 0.1 0.01 215.44346900318845 500 4000 0.4674 0.3841
0.1 0.1 0.01 215.44346900318845 500 4500 0.4749 0.4017
0.1 0.1 0.01 215.44346900318845 500 5000 0.4648 0.4328
0.1 0.1 0.01 215.44346900318845 500 5500 0.473 0.3953
0.1 0.1 0.01 215.44346900318845 500 6000 0.4864 0.4665
0.1 0.1 0.01 215.44346900318845 500 6500 0.4818 0.4689
0.1 0.1 0.01 215.44346900318845 500 7000 0.472 0.4875
0.1 0.1 0.01 215.44346900318845 500 7500 0.478 0.4868
0.1 0.1 0.01 215.44346900318845 500 8000 0.4812 0.4927
0.1 0.1 0.01 215.44346900318845 500 8500 0.4922 0.4941
0.1 0.1 0.01 215.44346900318845 500 9000 0.4931 0.4884
0.1 0.1 0.01 215.44346900318845 500 9500 0.4917 0.4784
0.1 0.1 0.01 215.44346900318845 500 10000 0.496 0.4814
0.1 0.1 0.01 215.44346900318845 500 500 0.2767 0.2734
0.1 0.1 0.01 215.44346900318845 500 1000 0.4109 0.3448
0.1 0.1 0.01 215.44346900318845 500 1500 0.4376 0.3777
0.1 0.1 0.01 215.44346900318845 500 2000 0.4561 0.403
0.1 0.1 0.01 215.44346900318845 500 2500 0.4688 0.4427
0.1 0.1 0.01 215.44346900318845 500 3000 0.4845 0.4631
0.1 0.1 0.01 215.44346900318845 500 3500 0.4853 0.4539
0.1 0.1 0.01 215.44346900318845 500 4000 0.4898 0.4453
0.1 0.1 0.01 215.44346900318845 500 4500 0.4882 0.4534
0.1 0.1 0.01 215.44346900318845 500 5000 0.4938 0.4657
0.1 0.1 0.01 215.44346900318845 500 5500 0.4939 0.4656
0.1 0.1 0.01 215.44346900318845 500 6000 0.4948 0.4769
0.1 0.1 0.01 215.44346900318845 500 6500 0.492 0.4589
0.1 0.1 0.01 215.44346900318845 500 7000 0.4943 0.4274
0.1 0.1 0.01 215.44346900318845 500 7500 0.4941 0.4571
0.1 0.1 0.01 215.44346900318845 500 8000 0.4975 0.466
0.1 0.1 0.01 215.44346900318845 500 8500 0.4972 0.4675
0.1 0.1 0.01 215.44346900318845 500 9000 0.4968 0.4863
0.1 0.1 0.01 215.44346900318845 500 9500 0.4977 0.4781
0.1 0.1 0.01 215.44346900318845 500 10000 0.4983 0.4706
0.1 0.1 0.01 215.44346900318845 500 500 0.3998 0.2445
0.1 0.1 0.01 215.44346900318845 500 1000 0.4359 0.214
0.1 0.1 0.01 215.44346900318845 500 1500 0.4515 0.1906
0.1 0.1 0.01 215.44346900318845 500 2000 0.446 0.3193
0.1 0.1 0.01 215.44346900318845 500 2500 0.4747 0.3493
0.1 0.1 0.01 215.44346900318845 500 3000 0.4833 0.3958
0.1 0.1 0.01 215.44346900318845 500 3500 0.4894 0.3828
0.1 0.1 0.01 215.44346900318845 500 4000 0.4918 0.409
0.1 0.1 0.01 215.44346900318845 500 4500 0.4873 0.3772
0.1 0.1 0.01 215.44346900318845 500 5000 0.4831 0.3523
0.1 0.1 0.01 215.44346900318845 500 5500 0.481 0.3935
0.1 0.1 0.01 215.44346900318845 500 6000 0.4862 0.381
0.1 0.1 0.01 215.44346900318845 500 6500 0.4865 0.4601
0.1 0.1 0.01 215.44346900318845 500 7000 0.4873 0.4709
0.1 0.1 0.01 215.44346900318845 500 7500 0.4887 0.4719
0.1 0.1 0.01 215.44346900318845 500 8000 0.4893 0.489
0.1 0.1 0.01 215.44346900318845 500 8500 0.4911 0.4947
0.1 0.1 0.01 215.44346900318845 500 9000 0.4884 0.4976
0.1 0.1 0.01 215.44346900318845 500 9500 0.4863 0.4991
0.1 0.1 0.01 215.44346900318845 500 10000 0.4912 0.4996
0.1 0.1 0.01 215.44346900318845 500 500 0.3857 0.2597
0.1 0.1 0.01 215.44346900318845 500 1000 0.4275 0.1647
0.1 0.1 0.01 215.44346900318845 500 1500 0.4771 0.1887
0.1 0.1 0.01 215.44346900318845 500 2000 0.4669 0.2602
0.1 0.1 0.01 215.44346900318845 500 2500 0.4633 0.3251
0.1 0.1 0.01 215.44346900318845 500 3000 0.4631 0.4083
0.1 0.1 0.01 215.44346900318845 500 3500 0.4747 0.4364
0.1 0.1 0.01 215.44346900318845 500 4000 0.4738 0.4218
0.1 0.1 0.01 215.44346900318845 500 4500 0.4797 0.4061
0.1 0.1 0.01 215.44346900318845 500 5000 0.4542 0.372
0.1 0.1 0.01 215.44346900318845 500 5500 0.4589 0.3497
0.1 0.1 0.01 215.44346900318845 500 6000 0.4728 0.4401
0.1 0.1 0.01 215.44346900318845 500 6500 0.4347 0.4473
0.1 0.1 0.01 215.44346900318845 500 7000 0.4215 0.4126
0.1 0.1 0.01 215.44346900318845 500 7500 0.4736 0.4234
0.1 0.1 0.01 215.44346900318845 500 8000 0.4739 0.4115
0.1 0.1 0.01 215.44346900318845 500 8500 0.4701 0.4387
0.1 0.1 0.01 215.44346900318845 500 9000 0.4785 0.4629
0.1 0.1 0.01 215.44346900318845 500 9500 0.4893 0.4727
0.1 0.1 0.01 215.44346900318845 500 10000 0.492 0.4732
0.1 0.1 0.01 215.44346900318845 500 500 0.3996 0.2371
0.1 0.1 0.01 215.44346900318845 500 1000 0.371 0.2795
0.1 0.1 0.01 215.44346900318845 500 1500 0.4604 0.2412
0.1 0.1 0.01 215.44346900318845 500 2000 0.4696 0.2357
0.1 0.1 0.01 215.44346900318845 500 2500 0.4784 0.3039
0.1 0.1 0.01 215.44346900318845 500 3000 0.4789 0.3006
0.1 0.1 0.01 215.44346900318845 500 3500 0.4921 0.3612
0.1 0.1 0.01 215.44346900318845 500 4000 0.4932 0.3211
0.1 0.1 0.01 215.44346900318845 500 4500 0.4949 0.3448
0.1 0.1 0.01 215.44346900318845 500 5000 0.4928 0.3429
0.1 0.1 0.01 215.44346900318845 500 5500 0.4966 0.398
0.1 0.1 0.01 215.44346900318845 500 6000 0.4979 0.4531
0.1 0.1 0.01 215.44346900318845 500 6500 0.4987 0.4078
0.1 0.1 0.01 215.44346900318845 500 7000 0.4984 0.4397
0.1 0.1 0.01 215.44346900318845 500 7500 0.4979 0.467
0.1 0.1 0.01 215.44346900318845 500 8000 0.4987 0.4747
0.1 0.1 0.01 215.44346900318845 500 8500 0.4983 0.4859
0.1 0.1 0.01 215.44346900318845 500 9000 0.4974 0.4934
0.1 0.1 0.01 215.44346900318845 500 9500 0.498 0.4939
0.1 0.1 0.01 215.44346900318845 500 10000 0.4973 0.4947
0.1 0.1 0.01 215.44346900318845 500 500 0.3624 0.3342
0.1 0.1 0.01 215.44346900318845 500 1000 0.3857 0.3983
0.1 0.1 0.01 215.44346900318845 500 1500 0.4183 0.3847
0.1 0.1 0.01 215.44346900318845 500 2000 0.4805 0.4136
0.1 0.1 0.01 215.44346900318845 500 2500 0.4862 0.4264
0.1 0.1 0.01 215.44346900318845 500 3000 0.4883 0.428
0.1 0.1 0.01 215.44346900318845 500 3500 0.4921 0.4341
0.1 0.1 0.01 215.44346900318845 500 4000 0.4844 0.3981
0.1 0.1 0.01 215.44346900318845 500 4500 0.4807 0.4349
0.1 0.1 0.01 215.44346900318845 500 5000 0.4916 0.3789
0.1 0.1 0.01 215.44346900318845 500 5500 0.4881 0.4382
0.1 0.1 0.01 215.44346900318845 500 6000 0.4906 0.443
0.1 0.1 0.01 215.44346900318845 500 6500 0.4947 0.4296
0.1 0.1 0.01 215.44346900318845 500 7000 0.4966 0.432
0.1 0.1 0.01 215.44346900318845 500 7500 0.4965 0.4598
0.1 0.1 0.01 215.44346900318845 500 8000 0.4983 0.4421
0.1 0.1 0.01 215.44346900318845 500 8500 0.4986 0.4688
0.1 0.1 0.01 215.44346900318845 500 9000 0.4978 0.4214
0.1 0.1 0.01 215.44346900318845 500 9500 0.4976 0.443
0.1 0.1 0.01 215.44346900318845 500 10000 0.4979 0.4597
0.1 0.1 0.01 215.44346900318845 500 500 0.2507 0.26
0.1 0.1 0.01 215.44346900318845 500 1000 0.2794 0.2653
0.1 0.1 0.01 215.44346900318845 500 1500 0.3618 0.2631
0.1 0.1 0.01 215.44346900318845 500 2000 0.4432 0.3233
0.1 0.1 0.01 215.44346900318845 500 2500 0.4508 0.3002
0.1 0.1 0.01 215.44346900318845 500 3000 0.4635 0.3298
0.1 0.1 0.01 215.44346900318845 500 3500 0.4812 0.2595
0.1 0.1 0.01 215.44346900318845 500 4000 0.4734 0.3273
0.1 0.1 0.01 215.44346900318845 500 4500 0.4776 0.3119
0.1 0.1 0.01 215.44346900318845 500 5000 0.4819 0.3982
0.1 0.1 0.01 215.44346900318845 500 5500 0.4919 0.4012
0.1 0.1 0.01 215.44346900318845 500 6000 0.4897 0.4335
0.1 0.1 0.01 215.44346900318845 500 6500 0.4865 0.4289
0.1 0.1 0.01 215.44346900318845 500 7000 0.4751 0.4638
0.1 0.1 0.01 215.44346900318845 500 7500 0.4703 0.428
0.1 0.1 0.01 215.44346900318845 500 8000 0.4725 0.4155
0.1 0.1 0.01 215.44346900318845 500 8500 0.4866 0.4531
0.1 0.1 0.01 215.44346900318845 500 9000 0.4809 0.4635
0.1 0.1 0.01 215.44346900318845 500 9500 0.4888 0.4584
0.1 0.1 0.01 215.44346900318845 500 10000 0.4955 0.4806
0.1 0.1 0.01 215.44346900318845 500 500 0.3348 0.2362
0.1 0.1 0.01 215.44346900318845 500 1000 0.4056 0.1793
0.1 0.1 0.01 215.44346900318845 500 1500 0.4448 0.234
0.1 0.1 0.01 215.44346900318845 500 2000 0.4745 0.2148
0.1 0.1 0.01 215.44346900318845 500 2500 0.475 0.251
0.1 0.1 0.01 215.44346900318845 500 3000 0.4802 0.3137
0.1 0.1 0.01 215.44346900318845 500 3500 0.4893 0.3192
0.1 0.1 0.01 215.44346900318845 500 4000 0.4914 0.3786
0.1 0.1 0.01 215.44346900318845 500 4500 0.4906 0.4313
0.1 0.1 0.01 215.44346900318845 500 5000 0.4894 0.4346
0.1 0.1 0.01 215.44346900318845 500 5500 0.483 0.4452
0.1 0.1 0.01 215.44346900318845 500 6000 0.4832 0.4748
0.1 0.1 0.01 215.44346900318845 500 6500 0.4895 0.4406
0.1 0.1 0.01 215.44346900318845 500 7000 0.4931 0.4688
0.1 0.1 0.01 215.44346900318845 500 7500 0.4958 0.4826
0.1 0.1 0.01 215.44346900318845 500 8000 0.496 0.487
0.1 0.1 0.01 215.44346900318845 500 8500 0.4967 0.4841
0.1 0.1 0.01 215.44346900318845 500 9000 0.4981 0.4893
0.1 0.1 0.01 215.44346900318845 500 9500 0.4979 0.4862
0.1 0.1 0.01 215.44346900318845 500 10000 0.4974 0.492
0.1 0.1 0.01 215.44346900318845 500 500 0.3772 0.248
0.1 0.1 0.01 215.44346900318845 500 1000 0.3452 0.188
0.1 0.1 0.01 215.44346900318845 500 1500 0.3889 0.1501
0.1 0.1 0.01 215.44346900318845 500 2000 0.4162 0.1586
0.1 0.1 0.01 215.44346900318845 500 2500 0.457 0.1473
0.1 0.1 0.01 215.44346900318845 500 3000 0.4422 0.1532
0.1 0.1 0.01 215.44346900318845 500 3500 0.444 0.1337
0.1 0.1 0.01 215.44346900318845 500 4000 0.4427 0.1057
0.1 0.1 0.01 215.44346900318845 500 4500 0.418 0.0879
0.1 0.1 0.01 215.44346900318845 500 5000 0.4508 0.1895
0.1 0.1 0.01 215.44346900318845 500 5500 0.4717 0.2071
0.1 0.1 0.01 215.44346900318845 500 6000 0.4769 0.2972
0.1 0.1 0.01 215.44346900318845 500 6500 0.4828 0.3636
0.1 0.1 0.01 215.44346900318845 500 7000 0.489 0.4077
0.1 0.1 0.01 215.44346900318845 500 7500 0.4925 0.4234
0.1 0.1 0.01 215.44346900318845 500 8000 0.4911 0.4248
0.1 0.1 0.01 215.44346900318845 500 8500 0.4957 0.4386
0.1 0.1 0.01 215.44346900318845 500 9000 0.4971 0.455
0.1 0.1 0.01 215.44346900318845 500 9500 0.4976 0.4473
0.1 0.1 0.01 215.44346900318845 500 10000 0.4974 0.4438
0.1 0.1 0.01 215.44346900318845 500 500 0.3612 0.2704
0.1 0.1 0.01 215.44346900318845 500 1000 0.4143 0.2809
0.1 0.1 0.01 215.44346900318845 500 1500 0.4552 0.2825
0.1 0.1 0.01 215.44346900318845 500 2000 0.4653 0.2092
0.1 0.1 0.01 215.44346900318845 500 2500 0.4702 0.2071
0.1 0.1 0.01 215.44346900318845 500 3000 0.4796 0.2487
0.1 0.1 0.01 215.44346900318845 500 3500 0.4812 0.28
0.1 0.1 0.01 215.44346900318845 500 4000 0.4646 0.293
0.1 0.1 0.01 215.44346900318845 500 4500 0.4844 0.2872
0.1 0.1 0.01 215.44346900318845 500 5000 0.49 0.3646
0.1 0.1 0.01 215.44346900318845 500 5500 0.4921 0.439
0.1 0.1 0.01 215.44346900318845 500 6000 0.4931 0.4057
0.1 0.1 0.01 215.44346900318845 500 6500 0.4932 0.4171
0.1 0.1 0.01 215.44346900318845 500 7000 0.4901 0.4415
0.1 0.1 0.01 215.44346900318845 500 7500 0.4839 0.4424
0.1 0.1 0.01 215.44346900318845 500 8000 0.4853 0.4452
0.1 0.1 0.01 215.44346900318845 500 8500 0.4884 0.4189
0.1 0.1 0.01 215.44346900318845 500 9000 0.4913 0.381
0.1 0.1 0.01 215.44346900318845 500 9500 0.489 0.4024
0.1 0.1 0.01 215.44346900318845 500 10000 0.4846 0.4396
0.1 0.1 0.01 215.44346900318845 500 500 0.3281 0.218
0.1 0.1 0.01 215.44346900318845 500 1000 0.4039 0.1819
0.1 0.1 0.01 215.44346900318845 500 1500 0.403 0.1895
0.1 0.1 0.01 215.44346900318845 500 2000 0.3864 0.1574
0.1 0.1 0.01 215.44346900318845 500 2500 0.4198 0.1025
0.1 0.1 0.01 215.44346900318845 500 3000 0.4421 0.1197
0.1 0.1 0.01 215.44346900318845 500 3500 0.458 0.1375
0.1 0.1 0.01 215.44346900318845 500 4000 0.4327 0.1304
0.1 0.1 0.01 215.44346900318845 500 4500 0.4561 0.0819
0.1 0.1 0.01 215.44346900318845 500 5000 0.479 0.0775
0.1 0.1 0.01 215.44346900318845 500 5500 0.4676 0.0927
0.1 0.1 0.01 215.44346900318845 500 6000 0.4804 0.0753
0.1 0.1 0.01 215.44346900318845 500 6500 0.4796 0.0265
0.1 0.1 0.01 215.44346900318845 500 7000 0.4779 0.0273
0.1 0.1 0.01 215.44346900318845 500 7500 0.4844 0.0612
0.1 0.1 0.01 215.44346900318845 500 8000 0.488 0.0666
0.1 0.1 0.01 215.44346900318845 500 8500 0.4945 0.0621
0.1 0.1 0.01 215.44346900318845 500 9000 0.4953 0.0275
0.1 0.1 0.01 215.44346900318845 500 9500 0.4944 0.0375
0.1 0.1 0.01 215.44346900318845 500 10000 0.4968 0.0374
0.1 0.1 0.01 215.44346900318845 500 500 0.2313 0.1552
0.1 0.1 0.01 215.44346900318845 500 1000 0.2427 0.1607
0.1 0.1 0.01 215.44346900318845 500 1500 0.3213 0.1133
0.1 0.1 0.01 215.44346900318845 500 2000 0.378 0.1169
0.1 0.1 0.01 215.44346900318845 500 2500 0.4068 0.0975
0.1 0.1 0.01 215.44346900318845 500 3000 0.4374 0.1127
0.1 0.1 0.01 215.44346900318845 500 3500 0.462 0.1311
0.1 0.1 0.01 215.44346900318845 500 4000 0.4475 0.1488
0.1 0.1 0.01 215.44346900318845 500 4500 0.468 0.1787
0.1 0.1 0.01 215.44346900318845 500 5000 0.4739 0.2479
0.1 0.1 0.01 215.44346900318845 500 5500 0.4676 0.2274
0.1 0.1 0.01 215.44346900318845 500 6000 0.4734 0.2578
0.1 0.1 0.01 215.44346900318845 500 6500 0.4758 0.2743
0.1 0.1 0.01 215.44346900318845 500 7000 0.4867 0.2844
0.1 0.1 0.01 215.44346900318845 500 7500 0.494 0.3195
0.1 0.1 0.01 215.44346900318845 500 8000 0.494 0.4515
0.1 0.1 0.01 215.44346900318845 500 8500 0.4957 0.4544
0.1 0.1 0.01 215.44346900318845 500 9000 0.4959 0.4377
0.1 0.1 0.01 215.44346900318845 500 9500 0.4977 0.4556
0.1 0.1 0.01 215.44346900318845 500 10000 0.498 0.4536
0.1 0.1 0.01 215.44346900318845 500 500 0.3614 0.3085
0.1 0.1 0.01 215.44346900318845 500 1000 0.4501 0.2669
