c s2M s2V K N T kf km
0.1 0.1 0.08 100.0 1000 7000 0.5 0.0
0.1 0.1 0.08 100.0 1000 7500 0.5 0.0001
0.1 0.1 0.08 100.0 1000 8000 0.5 0.0
0.1 0.1 0.08 100.0 1000 8500 0.5 0.0
0.1 0.1 0.08 100.0 1000 9000 0.5 0.0
0.1 0.1 0.08 100.0 1000 9500 0.4993 0.0001
0.1 0.1 0.08 100.0 1000 10000 0.4997 0.0
0.1 0.1 0.08 100.0 1000 500 0.4801 0.1201
0.1 0.1 0.08 100.0 1000 1000 0.4953 0.024
0.1 0.1 0.08 100.0 1000 1500 0.4992 0.0067
0.1 0.1 0.08 100.0 1000 2000 0.4987 0.0073
0.1 0.1 0.08 100.0 1000 2500 0.4992 0.0005
0.1 0.1 0.08 100.0 1000 3000 0.4995 0.0002
0.1 0.1 0.08 100.0 1000 3500 0.4996 0.0001
0.1 0.1 0.08 100.0 1000 4000 0.4993 0.0002
0.1 0.1 0.08 100.0 1000 4500 0.4991 0.0001
0.1 0.1 0.08 100.0 1000 5000 0.4992 0.0003
0.1 0.1 0.08 100.0 1000 5500 0.4975 0.0002
0.1 0.1 0.08 100.0 1000 6000 0.4981 0.0006
0.1 0.1 0.08 100.0 1000 6500 0.4968 0.0001
0.1 0.1 0.08 100.0 1000 7000 0.4949 0.0
0.1 0.1 0.08 100.0 1000 7500 0.4816 0.0
0.1 0.1 0.08 100.0 1000 8000 0.4905 0.0
0.1 0.1 0.08 100.0 1000 8500 0.4978 0.0
0.1 0.1 0.08 100.0 1000 9000 0.495 0.0
0.1 0.1 0.08 100.0 1000 9500 0.4973 0.0
0.1 0.1 0.08 100.0 1000 10000 0.4915 0.0
0.1 0.1 0.08 100.0 1000 500 0.46 0.0797
0.1 0.1 0.08 100.0 1000 1000 0.4908 0.045
0.1 0.1 0.08 100.0 1000 1500 0.4972 0.0096
0.1 0.1 0.08 100.0 1000 2000 0.4987 0.0051
0.1 0.1 0.08 100.0 1000 2500 0.4997 0.0032
0.1 0.1 0.08 100.0 1000 3000 0.4996 0.0019
0.1 0.1 0.08 100.0 1000 3500 0.5 0.0023
0.1 0.1 0.08 100.0 1000 4000 0.4999 0.0006
0.1 0.1 0.08 100.0 1000 4500 0.4997 0.0008
0.1 0.1 0.08 100.0 1000 5000 0.5 0.0
0.1 0.1 0.08 100.0 1000 5500 0.5 0.0
0.1 0.1 0.08 100.0 1000 6000 0.5 0.0
0.1 0.1 0.08 100.0 1000 6500 0.5 0.0
0.1 0.1 0.08 100.0 1000 7000 0.5 0.0
0.1 0.1 0.08 100.0 1000 7500 0.5 0.0005
0.1 0.1 0.08 100.0 1000 8000 0.5 0.0007
0.1 0.1 0.08 100.0 1000 8500 0.5 0.0021
0.1 0.1 0.08 100.0 1000 9000 0.4999 0.0
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0
0.1 0.1 0.08 100.0 1000 10000 0.5 0.0
0.1 0.1 0.08 100.0 1000 500 0.4722 0.0284
0.1 0.1 0.08 100.0 1000 1000 0.491 0.0258
0.1 0.1 0.08 100.0 1000 1500 0.4886 0.0347
0.1 0.1 0.08 100.0 1000 2000 0.4996 0.0041
0.1 0.1 0.08 100.0 1000 2500 0.4997 0.0064
0.1 0.1 0.08 100.0 1000 3000 0.4998 0.0121
0.1 0.1 0.08 100.0 1000 3500 0.5 0.0021
0.1 0.1 0.08 100.0 1000 4000 0.5 0.001
0.1 0.1 0.08 100.0 1000 4500 0.5 0.0007
0.1 0.1 0.08 100.0 1000 5000 0.5 0.0017
0.1 0.1 0.08 100.0 1000 5500 0.5 0.0025
0.1 0.1 0.08 100.0 1000 6000 0.5 0.0016
0.1 0.1 0.08 100.0 1000 6500 0.5 0.0019
0.1 0.1 0.08 100.0 1000 7000 0.5 0.0004
0.1 0.1 0.08 100.0 1000 7500 0.5 0.0009
0.1 0.1 0.08 100.0 1000 8000 0.5 0.0
0.1 0.1 0.08 100.0 1000 8500 0.5 0.0
0.1 0.1 0.08 100.0 1000 9000 0.5 0.0
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0
0.1 0.1 0.08 100.0 1000 10000 0.5 0.0001
0.1 0.1 0.08 100.0 1000 500 0.4697 0.0344
0.1 0.1 0.08 100.0 1000 1000 0.4962 0.0053
0.1 0.1 0.08 100.0 1000 1500 0.4994 0.003
0.1 0.1 0.08 100.0 1000 2000 0.4996 0.0114
0.1 0.1 0.08 100.0 1000 2500 0.4979 0.0243
0.1 0.1 0.08 100.0 1000 3000 0.4999 0.0227
0.1 0.1 0.08 100.0 1000 3500 0.4995 0.0024
0.1 0.1 0.08 100.0 1000 4000 0.4942 0.0078
0.1 0.1 0.08 100.0 1000 4500 0.4998 0.037
0.1 0.1 0.08 100.0 1000 5000 0.4995 0.0045
0.1 0.1 0.08 100.0 1000 5500 0.4998 0.0005
0.1 0.1 0.08 100.0 1000 6000 0.5 0.0005
0.1 0.1 0.08 100.0 1000 6500 0.4997 0.0018
0.1 0.1 0.08 100.0 1000 7000 0.4998 0.0077
0.1 0.1 0.08 100.0 1000 7500 0.5 0.0045
0.1 0.1 0.08 100.0 1000 8000 0.5 0.0075
0.1 0.1 0.08 100.0 1000 8500 0.5 0.0012
0.1 0.1 0.08 100.0 1000 9000 0.5 0.0013
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0187
0.1 0.1 0.08 100.0 1000 10000 0.5 0.109
0.1 0.1 0.08 100.0 1000 500 0.4863 0.0742
0.1 0.1 0.08 100.0 1000 1000 0.4985 0.0303
0.1 0.1 0.08 100.0 1000 1500 0.4933 0.018
0.1 0.1 0.08 100.0 1000 2000 0.4961 0.001
0.1 0.1 0.08 100.0 1000 2500 0.4969 0.0001
0.1 0.1 0.08 100.0 1000 3000 0.4954 0.0004
0.1 0.1 0.08 100.0 1000 3500 0.4973 0.0002
0.1 0.1 0.08 100.0 1000 4000 0.4999 0.0003
0.1 0.1 0.08 100.0 1000 4500 0.4998 0.0001
0.1 0.1 0.08 100.0 1000 5000 0.5 0.0001
0.1 0.1 0.08 100.0 1000 5500 0.5 0.0001
0.1 0.1 0.08 100.0 1000 6000 0.5 0.0014
0.1 0.1 0.08 100.0 1000 6500 0.5 0.0009
0.1 0.1 0.08 100.0 1000 7000 0.4999 0.0
0.1 0.1 0.08 100.0 1000 7500 0.4998 0.0002
0.1 0.1 0.08 100.0 1000 8000 0.5 0.0001
0.1 0.1 0.08 100.0 1000 8500 0.5 0.0
0.1 0.1 0.08 100.0 1000 9000 0.5 0.0
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0
0.1 0.1 0.08 100.0 1000 10000 0.5 0.0
0.1 0.1 0.08 100.0 1000 500 0.4749 0.0266
0.1 0.1 0.08 100.0 1000 1000 0.4736 0.0041
0.1 0.1 0.08 100.0 1000 1500 0.4828 0.0051
0.1 0.1 0.08 100.0 1000 2000 0.4962 0.0015
0.1 0.1 0.08 100.0 1000 2500 0.4951 0.0013
0.1 0.1 0.08 100.0 1000 3000 0.4939 0.0001
0.1 0.1 0.08 100.0 1000 3500 0.4979 0.0018
0.1 0.1 0.08 100.0 1000 4000 0.498 0.0033
0.1 0.1 0.08 100.0 1000 4500 0.4999 0.0006
0.1 0.1 0.08 100.0 1000 5000 0.4994 0.0016
0.1 0.1 0.08 100.0 1000 5500 0.4994 0.0005
0.1 0.1 0.08 100.0 1000 6000 0.4979 0.0001
0.1 0.1 0.08 100.0 1000 6500 0.4996 0.0005
0.1 0.1 0.08 100.0 1000 7000 0.4996 0.0025
0.1 0.1 0.08 100.0 1000 7500 0.4994 0.0037
0.1 0.1 0.08 100.0 1000 8000 0.4904 0.0012
0.1 0.1 0.08 100.0 1000 8500 0.4947 0.006
0.1 0.1 0.08 100.0 1000 9000 0.4972 0.0011
0.1 0.1 0.08 100.0 1000 9500 0.4991 0.0011
0.1 0.1 0.08 100.0 1000 10000 0.4988 0.0009
0.1 0.1 0.08 100.0 1000 500 0.4847 0.0434
0.1 0.1 0.08 100.0 1000 1000 0.4727 0.0202
0.1 0.1 0.08 100.0 1000 1500 0.4934 0.0098
0.1 0.1 0.08 100.0 1000 2000 0.4989 0.0014
0.1 0.1 0.08 100.0 1000 2500 0.4999 0.0291
0.1 0.1 0.08 100.0 1000 3000 0.4993 0.0015
0.1 0.1 0.08 100.0 1000 3500 0.4971 0.0032
0.1 0.1 0.08 100.0 1000 4000 0.4982 0.0017
0.1 0.1 0.08 100.0 1000 4500 0.494 0.0015
0.1 0.1 0.08 100.0 1000 5000 0.4937 0.0212
0.1 0.1 0.08 100.0 1000 5500 0.4944 0.0044
0.1 0.1 0.08 100.0 1000 6000 0.4988 0.0077
0.1 0.1 0.08 100.0 1000 6500 0.4999 0.0071
0.1 0.1 0.08 100.0 1000 7000 0.4999 0.0043
0.1 0.1 0.08 100.0 1000 7500 0.5 0.0006
0.1 0.1 0.08 100.0 1000 8000 0.5 0.002
0.1 0.1 0.08 100.0 1000 8500 0.5 0.0049
0.1 0.1 0.08 100.0 1000 9000 0.4999 0.016
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0038
0.1 0.1 0.08 100.0 1000 10000 0.5 0.0001
0.1 0.1 0.08 100.0 1000 500 0.4962 0.0374
0.1 0.1 0.08 100.0 1000 1000 0.4904 0.0588
0.1 0.1 0.08 100.0 1000 1500 0.4994 0.0152
0.1 0.1 0.08 100.0 1000 2000 0.4999 0.013
0.1 0.1 0.08 100.0 1000 2500 0.4997 0.0096
0.1 0.1 0.08 100.0 1000 3000 0.4988 0.0201
0.1 0.1 0.08 100.0 1000 3500 0.4994 0.0204
0.1 0.1 0.08 100.0 1000 4000 0.4963 0.0033
0.1 0.1 0.08 100.0 1000 4500 0.4985 0.0007
0.1 0.1 0.08 100.0 1000 5000 0.4985 0.0107
0.1 0.1 0.08 100.0 1000 5500 0.4972 0.0986
0.1 0.1 0.08 100.0 1000 6000 0.4996 0.0023
0.1 0.1 0.08 100.0 1000 6500 0.4948 0.0043
0.1 0.1 0.08 100.0 1000 7000 0.4978 0.0013
0.1 0.1 0.08 100.0 1000 7500 0.4992 0.0005
0.1 0.1 0.08 100.0 1000 8000 0.4972 0.0041
0.1 0.1 0.08 100.0 1000 8500 0.4986 0.0213
0.1 0.1 0.08 100.0 1000 9000 0.4964 0.0036
0.1 0.1 0.08 100.0 1000 9500 0.4954 0.0121
0.1 0.1 0.08 100.0 1000 10000 0.4994 0.0041
0.1 0.1 0.08 100.0 1000 500 0.4976 0.0941
0.1 0.1 0.08 100.0 1000 1000 0.474 0.0126
0.1 0.1 0.08 100.0 1000 1500 0.4909 0.0036
0.1 0.1 0.08 100.0 1000 2000 0.4996 0.002
0.1 0.1 0.08 100.0 1000 2500 0.4998 0.0039
0.1 0.1 0.08 100.0 1000 3000 0.4999 0.0007
0.1 0.1 0.08 100.0 1000 3500 0.4999 0.0022
0.1 0.1 0.08 100.0 1000 4000 0.5 0.0001
0.1 0.1 0.08 100.0 1000 4500 0.5 0.0001
0.1 0.1 0.08 100.0 1000 5000 0.5 0.0
0.1 0.1 0.08 100.0 1000 5500 0.5 0.0001
0.1 0.1 0.08 100.0 1000 6000 0.5 0.0002
0.1 0.1 0.08 100.0 1000 6500 0.5 0.0
0.1 0.1 0.08 100.0 1000 7000 0.5 0.0025
0.1 0.1 0.08 100.0 1000 7500 0.5 0.0283
0.1 0.1 0.08 100.0 1000 8000 0.5 0.023
0.1 0.1 0.08 100.0 1000 8500 0.5 0.0177
0.1 0.1 0.08 100.0 1000 9000 0.5 0.0627
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0204
0.1 0.1 0.08 100.0 1000 10000 0.5 0.0064
0.1 0.1 0.08 100.0 1000 500 0.4834 0.2914
0.1 0.1 0.08 100.0 1000 1000 0.4945 0.2826
0.1 0.1 0.08 100.0 1000 1500 0.489 0.163
0.1 0.1 0.08 100.0 1000 2000 0.498 0.0642
0.1 0.1 0.08 100.0 1000 2500 0.497 0.0166
0.1 0.1 0.08 100.0 1000 3000 0.4957 0.0203
0.1 0.1 0.08 100.0 1000 3500 0.4899 0.0018
0.1 0.1 0.08 100.0 1000 4000 0.4907 0.0022
0.1 0.1 0.08 100.0 1000 4500 0.4831 0.0012
0.1 0.1 0.08 100.0 1000 5000 0.4833 0.0028
0.1 0.1 0.08 100.0 1000 5500 0.4992 0.0011
0.1 0.1 0.08 100.0 1000 6000 0.4986 0.0016
0.1 0.1 0.08 100.0 1000 6500 0.4931 0.0032
0.1 0.1 0.08 100.0 1000 7000 0.4965 0.0014
0.1 0.1 0.08 100.0 1000 7500 0.4995 0.001
0.1 0.1 0.08 100.0 1000 8000 0.4998 0.005
0.1 0.1 0.08 100.0 1000 8500 0.497 0.0004
0.1 0.1 0.08 100.0 1000 9000 0.4932 0.0001
0.1 0.1 0.08 100.0 1000 9500 0.4984 0.0014
0.1 0.1 0.08 100.0 1000 10000 0.4939 0.0037
0.1 0.1 0.08 100.0 1000 500 0.4587 0.0528
0.1 0.1 0.08 100.0 1000 1000 0.4933 0.026
0.1 0.1 0.08 100.0 1000 1500 0.4955 0.0111
0.1 0.1 0.08 100.0 1000 2000 0.4808 0.0082
0.1 0.1 0.08 100.0 1000 2500 0.4983 0.0094
0.1 0.1 0.08 100.0 1000 3000 0.4983 0.0144
0.1 0.1 0.08 100.0 1000 3500 0.4998 0.0061
0.1 0.1 0.08 100.0 1000 4000 0.4982 0.0034
0.1 0.1 0.08 100.0 1000 4500 0.4976 0.0068
0.1 0.1 0.08 100.0 1000 5000 0.4998 0.0029
0.1 0.1 0.08 100.0 1000 5500 0.4998 0.0076
0.1 0.1 0.08 100.0 1000 6000 0.4987 0.0002
0.1 0.1 0.08 100.0 1000 6500 0.4974 0.0021
0.1 0.1 0.08 100.0 1000 7000 0.4967 0.0103
0.1 0.1 0.08 100.0 1000 7500 0.5 0.0025
0.1 0.1 0.08 100.0 1000 8000 0.4999 0.0021
0.1 0.1 0.08 100.0 1000 8500 0.4997 0.0074
0.1 0.1 0.08 100.0 1000 9000 0.4988 0.0003
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0003
0.1 0.1 0.08 100.0 1000 10000 0.4998 0.0
0.1 0.1 0.08 100.0 1000 500 0.4877 0.0249
0.1 0.1 0.08 100.0 1000 1000 0.4984 0.0008
0.1 0.1 0.08 100.0 1000 1500 0.4992 0.002
0.1 0.1 0.08 100.0 1000 2000 0.4966 0.0008
0.1 0.1 0.08 100.0 1000 2500 0.4968 0.0011
0.1 0.1 0.08 100.0 1000 3000 0.4995 0.0003
0.1 0.1 0.08 100.0 1000 3500 0.4996 0.0004
0.1 0.1 0.08 100.0 1000 4000 0.495 0.0018
0.1 0.1 0.08 100.0 1000 4500 0.4925 0.0007
0.1 0.1 0.08 100.0 1000 5000 0.4944 0.0008
0.1 0.1 0.08 100.0 1000 5500 0.4994 0.0016
0.1 0.1 0.08 100.0 1000 6000 0.4902 0.0091
0.1 0.1 0.08 100.0 1000 6500 0.4916 0.004
0.1 0.1 0.08 100.0 1000 7000 0.4895 0.0117
0.1 0.1 0.08 100.0 1000 7500 0.4993 0.0004
0.1 0.1 0.08 100.0 1000 8000 0.4999 0.0008
0.1 0.1 0.08 100.0 1000 8500 0.4999 0.0003
0.1 0.1 0.08 100.0 1000 9000 0.4999 0.0006
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0004
0.1 0.1 0.08 100.0 1000 10000 0.5 0.0009
0.1 0.1 0.08 100.0 1000 500 0.4801 0.1833
0.1 0.1 0.08 100.0 1000 1000 0.4962 0.0161
0.1 0.1 0.08 100.0 1000 1500 0.4911 0.0008
0.1 0.1 0.08 100.0 1000 2000 0.4983 0.0004
0.1 0.1 0.08 100.0 1000 2500 0.4945 0.0004
0.1 0.1 0.08 100.0 1000 3000 0.4975 0.0
0.1 0.1 0.08 100.0 1000 3500 0.4978 0.0
0.1 0.1 0.08 100.0 1000 4000 0.4998 0.0
0.1 0.1 0.08 100.0 1000 4500 0.4999 0.0
0.1 0.1 0.08 100.0 1000 5000 0.5 0.0002
0.1 0.1 0.08 100.0 1000 5500 0.5 0.0001
0.1 0.1 0.08 100.0 1000 6000 0.5 0.0
0.1 0.1 0.08 100.0 1000 6500 0.5 0.0001
0.1 0.1 0.08 100.0 1000 7000 0.5 0.0012
0.1 0.1 0.08 100.0 1000 7500 0.5 0.0037
0.1 0.1 0.08 100.0 1000 8000 0.5 0.0138
0.1 0.1 0.08 100.0 1000 8500 0.5 0.0043
0.1 0.1 0.08 100.0 1000 9000 0.5 0.0187
0.1 0.1 0.08 100.0 1000 9500 0.5 0.0073
0.1 0.1 0.08 100.0 1000 10000 0.5 0.0047
0.1 0.1 0.08 100.0 1000 500 0.4026 0.0658
0.1 0.1 0.08 100.0 1000 1000 0.48 0.0194
0.1 0.1 0.08 100.0 1000 1500 0.4946 0.0038
0.1 0.1 0.08 100.0 1000 2000 0.4996 0.021
0.1 0.1 0.08 100.0 1000 2500 0.4997 0.0024
0.1 0.1 0.08 100.0 1000 3000 0.4999 0.01
0.1 0.1 0.08 100.0 1000 3500 0.4998 0.0052
0.1 0.1 0.08 100.0 1000 4000 0.4944 0.0075
0.1 0.1 0.08 100.0 1000 4500 0.4987 0.0011
0.1 0.1 0.08 100.0 1000 5000 0.4948 0.0027
0.1 0.1 0.08 100.0 1000 5500 0.4992 0.0011
0.1 0.1 0.08 100.0 1000 6000 0.4976 0.0047
0.1 0.1 0.08 100.0 1000 6500 0.4956 0.0001
0.1 0.1 0.08 100.0 1000 7000 0.4964 0.0001
0.1 0.1 0.08 100.0 1000 7500 0.4812 0.0002
0.1 0.1 0.08 100.0 1000 8000 0.4968 0.0
0.1 0.1 0.08 100.0 1000 8500 0.4964 0.0
0.1 0.1 0.08 100.0 1000 9000 0.4949 0.0
0.1 0.1 0.08 100.0 1000 9500 0.4963 0.0
0.1 0.1 0.08 100.0 1000 10000 0.4956 0.0
0.1 0.1 0.08 100.0 1000 500 0.4858 0.0357
0.1 0.1 0.08 100.0 1000 1000 0.498 0.003
0.1 0.1 0.08 100.0 1000 1500 0.4992 0.0022
0.1 0.1 0.08 100.0 1000 2000 0.4998 0.0002
0.1 0.1 0.08 100.0 1000 2500 0.4998 0.0001
0.1 0.1 0.08 100.0 1000 3000 0.4993 0.0005
0.1 0.1 0.08 100.0 1000 3500 0.4992 0.0024
0.1 0.1 0.08 100.0 1000 4000 0.4995 0.0003
0.1 0.1 0.08 100.0 1000 4500 0.4986 0.0041
0.1 0.1 0.08 100.0 1000 5000 0.4996 0.0021
0.1 0.1 0.08 100.0 1000 5500 0.4998 0.0002
0.1 0.1 0.08 100.0 1000 6000 0.4998 0.0019
0.1 0.1 0.08 100.0 1000 6500 0.4998 0.0068
0.1 0.1 0.08 100.0 1000 7000 0.4995 0.0056
0.1 0.1 0.08 100.0 1000 7500 0.4999 0.0009
0.1 0.1 0.08 100.0 1000 8000 0.5 0.0123
0.1 0.1 0.08 100.0 1000 8500 0.4999 0.0001
0.1 0.1 0.08 100.0 1000 9000 0.5 0.0
0.1 0.1 0.08 100.0 1000 9500 0.4998 0.0001
0.1 0.1 0.08 100.0 1000 10000 0.4997 0.0001
0.1 0.1 0.08 100.0 1000 500 0.4804 0.0227
0.1 0.1 0.08 100.0 1000 1000 0.4902 0.0064
0.1 0.1 0.08 100.0 1000 1500 0.499 0.0009
0.1 0.1 0.08 100.0 1000 2000 0.5 0.009
0.1 0.1 0.08 100.0 1000 2500 0.4999 0.0007
